PropType,nbhd,Style,Stories,Year_Built,Rooms,FinishedSqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Commercial,6242.0,Warehouse Building - 1 Story,1.0,1952.0,0.0,15940.0,3,0.0,0.0,0.0,30619.0,2020-07-02,185000.0
Residential,4740.0,Residence O/S 2sty+,2.5,1922.0,8.0,3542.0,1,6.0,4.0,1.0,30553.0,2021-03-17,340000.0
Residential,240.0,Colonial,2.0,2001.0,9.0,2868.0,1,4.0,2.0,1.0,30486.0,2019-08-30,375000.0
Commercial,6256.0,"Store Building - Single tenant, 1 story",1.0,2017.0,0.0,8247.0,1,0.0,0.0,0.0,30476.0,2019-05-03,2045000.0
Commercial,6275.0,Parking Lot,0.0,0.0,0.0,0.0,101,0.0,0.0,0.0,30318.0,2019-10-09,800000.0
Residential,3060.0,Mansion,2.0,1917.0,11.0,5274.0,1,3.0,4.0,2.0,30240.0,2020-08-13,1200000.0
Commercial,6286.0,Strip Shopping Center,1.0,1987.0,0.0,11098.0,7,0.0,0.0,0.0,30144.0,2020-07-13,1665000.0
Residential,780.0,Ranch,1.0,1961.0,6.0,1550.0,1,3.0,1.0,1.0,30056.0,2021-08-10,260000.0
Residential,780.0,Milwaukee Bungalow,1.0,1926.0,5.0,929.0,1,2.0,1.0,0.0,30056.0,2021-06-28,135000.0
Residential,440.0,Cape Cod,1.0,1939.0,6.0,1176.0,1,3.0,2.0,0.0,30056.0,2020-04-03,176000.0
Residential,780.0,Ranch,1.0,1961.0,6.0,1550.0,1,3.0,1.0,1.0,30056.0,2020-01-24,195000.0
Residential,440.0,Cape Cod,1.0,1939.0,6.0,1176.0,1,3.0,2.0,0.0,30056.0,2019-04-19,165500.0
Residential,4720.0,Duplex O/S,1.5,1935.0,8.0,1294.0,2,4.0,2.0,0.0,29817.0,2019-07-22,195000.0
Lg Apartment,6881.0,AP3 (Conventional Apt with 12-20 Units),2.0,1960.0,0.0,11460.0,12,0.0,0.0,0.0,29500.0,2021-04-28,1060000.0
Commercial,6234.0,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",2.0,1954.0,0.0,12550.0,4,0.0,0.0,0.0,29437.0,2020-08-06,375000.0
Commercial,6234.0,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",2.0,1954.0,0.0,12550.0,4,0.0,0.0,0.0,29437.0,2019-10-17,80000.0
Residential,440.0,Ranch,1.0,1964.0,7.0,1304.0,1,3.0,2.0,1.0,29185.0,2021-10-04,280000.0
Residential,440.0,Ranch,1.0,1954.0,6.0,1595.0,1,3.0,3.0,0.0,29185.0,2020-01-27,280000.0
Residential,3060.0,Mansion,2.0,1896.0,19.0,9944.0,2,6.0,6.0,3.0,28989.0,2021-06-30,1825000.0
Commercial,6286.0,Tavern,2.0,1939.0,0.0,3399.0,5,2.0,0.0,0.0,28930.0,2019-10-30,275000.0
Commercial,6286.0,Tavern,2.0,1939.0,0.0,3399.0,5,1.0,0.0,0.0,28930.0,2019-10-30,275000.0
Commercial,6418.0,Svc Station w Conv and Carwash,1.0,1999.0,0.0,3690.0,2,0.0,0.0,0.0,28862.0,2020-04-09,675000.0
Commercial,6460.0,Office Building - Class B,19.0,0.0,0.0,360000.0,2,0.0,0.0,0.0,28800.0,2021-05-25,30131400.0
Lg Apartment,6867.0,AP3 (Conventional Apt with 12-20 Units),2.0,1974.0,0.0,20424.0,16,2.0,0.0,0.0,28800.0,2019-06-28,2000000.0
Commercial,6276.0,Warehouse Building - 1 Story,1.0,1991.0,0.0,6712.0,1,0.0,0.0,0.0,28688.0,2019-10-11,343000.0
Lg Apartment,6867.0,AP3 (Conventional Apt with 12-20 Units),2.0,1963.0,0.0,15846.0,16,2.0,0.0,0.0,28620.0,2019-11-07,1680000.0
Lg Apartment,6867.0,AP3 (Conventional Apt with 12-20 Units),2.0,1963.0,0.0,15846.0,16,3.0,0.0,0.0,28620.0,2019-11-07,1680000.0
Commercial,6252.0,"Store Building - Single tenant, 1 story",1.0,1997.0,0.0,7919.0,1,0.0,0.0,0.0,28560.0,2020-02-26,625000.0
Commercial,6290.0,Store Building - Multiple Tenants,1.0,1976.0,0.0,4385.0,4,0.0,0.0,0.0,28310.0,2019-07-30,625500.0
Commercial,6290.0,Strip Shopping Center,1.0,1973.0,0.0,9676.0,7,0.0,0.0,0.0,28285.0,2020-08-27,1200000.0
Commercial,6226.0,Church,1.0,1952.0,0.0,15150.0,1,0.0,0.0,0.0,28050.0,2019-07-31,375000.0
Commercial,6418.0,Svc Station w Conv and Restaurant,1.0,2012.0,0.0,6400.0,3,0.0,0.0,0.0,27983.0,2021-07-27,3200000.0
Commercial,6418.0,Svc Station w Conv and Restaurant,1.0,2012.0,0.0,6400.0,3,0.0,0.0,0.0,27983.0,2020-05-29,2350000.0
Residential,4700.0,Cape Cod,1.0,1945.0,5.0,1373.0,1,3.0,2.0,0.0,27915.0,2021-09-30,305000.0
Residential,240.0,Ranch,1.0,1958.0,5.0,1001.0,1,3.0,1.0,0.0,27878.0,2020-02-27,158000.0
Residential,440.0,Ranch,1.0,1956.0,6.0,1405.0,1,3.0,2.0,1.0,27878.0,2020-05-27,189000.0
Residential,440.0,Ranch,1.0,1956.0,6.0,1405.0,1,3.0,1.0,1.0,27878.0,2019-08-05,182000.0
Residential,780.0,Ranch,1.0,1957.0,5.0,1517.0,1,3.0,2.0,0.0,27878.0,2019-06-24,167000.0
Residential,4400.0,Cape Cod,1.0,1953.0,6.0,1521.0,1,2.0,2.0,0.0,27452.0,2020-06-12,190000.0
Residential,800.0,Colonial,2.0,1979.0,6.0,1983.0,1,3.0,1.0,1.0,27443.0,2021-02-12,278000.0
Residential,440.0,Ranch,1.0,1957.0,5.0,1407.0,1,3.0,1.0,0.0,27443.0,2019-06-14,176000.0
Residential,480.0,Residence O/S,2.0,1890.0,12.0,2717.0,1,6.0,2.0,1.0,27007.0,2019-08-08,125000.0
Residential,4920.0,Ranch,1.0,2003.0,7.0,3779.0,1,5.0,3.0,0.0,27000.0,2021-10-02,462800.0
Lg Apartment,6972.0,AP4 (Conv Apt with 21 or more Units),8.0,2009.0,0.0,105000.0,95,1.0,0.0,0.0,27000.0,2019-03-14,13650000.0
Lg Apartment,6972.0,AP4 (Conv Apt with 21 or more Units),8.0,2009.0,0.0,105000.0,95,1.0,0.0,0.0,27000.0,2019-03-14,13650000.0
Lg Apartment,6972.0,AP4 (Conv Apt with 21 or more Units),8.0,2009.0,0.0,105000.0,95,1.0,0.0,0.0,27000.0,2019-03-14,13650000.0
Lg Apartment,6976.0,AP4 (Conv Apt with 21 or more Units),5.0,1925.0,0.0,29380.0,36,0.0,0.0,0.0,26664.0,2020-02-13,1200000.0
Residential,4700.0,Dplx Bungalow,1.5,1928.0,11.0,3080.0,2,6.0,2.0,1.0,26572.0,2021-04-30,280000.0
Lg Apartment,6869.0,AP3 (Conventional Apt with 12-20 Units),2.0,1964.0,0.0,13436.0,12,0.0,0.0,0.0,26535.0,2021-07-29,935000.0
Lg Apartment,6610.0,AP2 (Conventional Apt with 7-11 Units),2.0,1978.0,0.0,8216.0,8,0.0,0.0,0.0,26400.0,2021-05-07,500000.0
Commercial,6242.0,Multi Story Warehouse,2.0,1926.0,0.0,35592.0,2,0.0,0.0,0.0,26392.0,2020-07-29,190000.0
Commercial,6212.0,Warehouse Building - 1 Story,2.0,1960.0,0.0,12970.0,2,0.0,0.0,0.0,26310.0,2021-05-04,325000.0
Commercial,6234.0,Office Building - 1 Story,1.0,1958.0,0.0,7453.0,2,0.0,0.0,0.0,26241.0,2019-05-24,592800.0
Residential,440.0,Ranch,1.0,1956.0,5.0,1200.0,1,3.0,1.0,0.0,26136.0,2021-06-08,250000.0
Residential,4780.0,Colonial,2.0,1941.0,12.0,2855.0,1,6.0,3.0,1.0,26136.0,2021-12-17,415000.0
Residential,380.0,Ranch,1.0,1952.0,5.0,1403.0,1,3.0,3.0,0.0,25974.0,2019-06-28,117000.0
Commercial,6420.0,Multi Story Warehouse,5.0,1909.0,0.0,93750.0,8,0.0,0.0,0.0,25933.0,2019-12-19,9600000.0
Lg Apartment,6869.0,AP3 (Conventional Apt with 12-20 Units),2.0,1952.0,0.0,10788.0,17,2.0,0.0,0.0,25840.0,2019-09-30,675000.0
Lg Apartment,6869.0,AP3 (Conventional Apt with 12-20 Units),2.0,1952.0,0.0,10788.0,17,2.0,0.0,0.0,25840.0,2019-09-30,675000.0
Lg Apartment,6869.0,AP3 (Conventional Apt with 12-20 Units),2.0,1952.0,0.0,10788.0,17,1.0,0.0,0.0,25840.0,2019-09-30,675000.0
Commercial,6290.0,Sit Down Restaurant,1.0,1970.0,0.0,4636.0,1,0.0,0.0,0.0,25800.0,2021-01-05,750000.0
Commercial,6290.0,Tavern,2.0,1962.0,0.0,5565.0,2,3.0,0.0,0.0,25722.0,2021-04-26,575000.0
Residential,4780.0,Ranch,1.0,1948.0,6.0,1926.0,1,2.0,1.0,0.0,25600.0,2019-04-30,255000.0
Lg Apartment,6800.0,AP2 (Conventional Apt with 7-11 Units),2.0,1967.0,0.0,11243.0,10,2.0,0.0,0.0,25390.0,2019-04-29,670000.0
Commercial,6212.0,Tavern,2.0,1955.0,0.0,4241.0,2,3.0,0.0,0.0,25377.0,2021-05-16,260000.0
Commercial,6418.0,Svc Station w Conv and Carwash,1.0,1968.0,0.0,2343.0,2,0.0,0.0,0.0,25217.0,2021-08-05,1150000.0
Commercial,6275.0,Multi Story Warehouse,2.0,1908.0,0.0,27304.0,1,0.0,0.0,0.0,25025.0,2021-02-26,925000.0
Commercial,6418.0,Svc Station w Conv and Carwash,1.0,2005.0,0.0,5732.0,3,0.0,0.0,0.0,25019.0,2021-01-06,1725000.0
Commercial,6460.0,Parking Lot,0.0,0.0,0.0,24500.0,104,0.0,0.0,0.0,25000.0,2019-10-31,1000000.0
Lg Apartment,6880.0,AP3 (Conventional Apt with 12-20 Units),2.0,1964.0,0.0,17098.0,20,0.0,0.0,0.0,24944.0,2021-04-29,1325000.0
Residential,440.0,Ranch,1.0,1954.0,7.0,2297.0,1,3.0,2.0,0.0,24829.0,2020-12-22,252000.0
Residential,440.0,Ranch,1.0,1959.0,5.0,1412.0,1,2.0,1.0,0.0,24829.0,2019-07-18,188000.0
Residential,440.0,Colonial,2.0,1976.0,8.0,2033.0,1,4.0,1.0,1.0,24792.0,2021-09-16,321000.0
Residential,4280.0,Ranch,1.0,1946.0,7.0,2544.0,1,3.0,1.0,1.0,24750.0,2019-10-16,325000.0
Lg Apartment,6870.0,AP3 (Conventional Apt with 12-20 Units),2.0,1976.0,0.0,13608.0,12,2.0,0.0,0.0,24600.0,2019-06-14,665000.0
Lg Apartment,6869.0,AP3 (Conventional Apt with 12-20 Units),2.0,1947.0,0.0,10800.0,20,1.0,0.0,0.0,24434.0,2019-09-06,1030000.0
Residential,440.0,Colonial,2.0,1986.0,8.0,2380.0,1,3.0,2.0,2.0,24394.0,2020-04-03,288000.0
Residential,440.0,Ranch,1.0,1956.0,6.0,1116.0,1,3.0,1.0,0.0,24356.0,2020-11-18,222000.0
Commercial,6432.0,Car Wash,1.0,1959.0,0.0,7399.0,1,0.0,0.0,0.0,24255.0,2020-12-23,650000.0
Commercial,6206.0,Ranch,1.0,1949.0,0.0,2966.0,3,2.0,0.0,0.0,24060.0,2020-02-26,170000.0
Residential,440.0,Ranch,1.0,1967.0,6.0,1879.0,1,3.0,1.0,1.0,24000.0,2019-04-30,279000.0
Commercial,6279.0,Warehouse Building - 1 Story,1.0,1989.0,0.0,0.0,1,0.0,0.0,0.0,23740.0,2019-11-01,775000.0
Commercial,6288.0,Strip Shopping Center,1.0,1966.0,0.0,10490.0,9,0.0,0.0,0.0,23700.0,2020-10-26,600000.0
Residential,240.0,Ranch,1.0,1963.0,6.0,1461.0,1,3.0,3.0,0.0,23650.0,2021-04-19,235000.0
Lg Apartment,6610.0,AP2 (Conventional Apt with 7-11 Units),2.0,1977.0,0.0,6528.0,8,0.0,0.0,0.0,23472.0,2021-02-26,512500.0
Commercial,6279.0,Commercial Land,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,23464.0,2019-07-10,658800.0
Lg Apartment,6870.0,AP3 (Conventional Apt with 12-20 Units),2.0,1972.0,0.0,11504.0,12,1.0,0.0,0.0,23400.0,2019-11-25,600000.0
Lg Apartment,6870.0,AP3 (Conventional Apt with 12-20 Units),2.0,1972.0,0.0,11504.0,12,2.0,0.0,0.0,23400.0,2019-11-25,600000.0
Lg Apartment,6620.0,AP2 (Conventional Apt with 7-11 Units),2.0,1961.0,0.0,9312.0,10,0.0,0.0,0.0,23366.0,2020-04-30,555000.0
Residential,4700.0,Duplex N/S,2.0,1956.0,8.0,2329.0,2,4.0,5.0,0.0,23200.0,2021-01-15,220000.0
Commercial,6214.0,"Store Building - Single tenant, 1 story",1.0,2019.0,0.0,7500.0,0,0.0,0.0,0.0,23100.0,2019-03-07,55000.0
Residential,4350.0,Cape Cod,1.0,1937.0,6.0,1679.0,1,4.0,1.0,1.0,23016.0,2020-05-29,216000.0
Residential,480.0,Ranch,1.0,1956.0,5.0,1072.0,1,3.0,2.0,0.0,23000.0,2020-04-17,146500.0
Lg Apartment,6870.0,AP3 (Conventional Apt with 12-20 Units),2.0,1978.0,0.0,9700.0,12,1.0,0.0,0.0,22989.0,2019-11-20,560000.0
Lg Apartment,6870.0,AP3 (Conventional Apt with 12-20 Units),2.0,1978.0,0.0,9700.0,12,2.0,0.0,0.0,22989.0,2019-11-20,560000.0
Lg Apartment,6867.0,AP3 (Conventional Apt with 12-20 Units),2.0,1965.0,0.0,13002.0,12,2.0,0.0,0.0,22896.0,2019-11-07,1680000.0
Commercial,6266.0,Multi Story Warehouse,2.0,1895.0,0.0,32440.0,6,0.0,0.0,0.0,22847.0,2019-10-30,1500000.0
Commercial,6417.0,"Bank, Savings & Loan",1.0,1893.0,0.0,6906.0,2,0.0,0.0,0.0,22820.0,2019-01-04,800000.0
Lg Apartment,6650.0,AP2 (Conventional Apt with 7-11 Units),2.0,1959.0,0.0,10936.0,8,2.0,0.0,0.0,22800.0,2019-09-27,611000.0
Commercial,6258.0,"Store Building - Single tenant, 1 story",1.0,1918.0,0.0,14796.0,3,0.0,0.0,0.0,22585.0,2021-04-30,300000.0
Lg Apartment,6974.0,AP4 (Conv Apt with 21 or more Units),4.0,2011.0,0.0,61292.0,68,0.0,0.0,0.0,22560.0,2020-06-08,11850000.0
Commercial,6413.0,Tire Dealer,1.0,1963.0,0.0,4407.0,1,0.0,0.0,0.0,22504.0,2019-03-04,260000.0
Residential,240.0,Ranch,1.0,1958.0,5.0,1017.0,1,3.0,1.0,0.0,22500.0,2021-08-25,200000.0
Commercial,6418.0,Svs Station w Conv Store,1.0,1969.0,0.0,2146.0,1,0.0,0.0,0.0,22500.0,2021-08-13,600000.0
Residential,2850.0,Residence O/S,2.5,0.0,0.0,2316.0,0,0.0,0.0,0.0,22500.0,2019-03-07,58000.0
Commercial,6234.0,Laundry Pick-up Station,1.0,1994.0,0.0,4498.0,1,0.0,0.0,0.0,22494.0,2019-01-22,475000.0
Residential,4340.0,Townhouse,2.0,1970.0,13.0,2441.0,2,6.0,2.0,2.0,22484.0,2021-04-01,306000.0
Residential,600.0,Cape Cod,1.5,1936.0,5.0,1397.0,1,3.0,1.0,0.0,22365.0,2021-01-29,114000.0
Residential,3060.0,Mansion,2.0,1904.0,14.0,8914.0,2,5.0,5.0,2.0,22255.0,2021-01-27,1810000.0
Residential,440.0,Ranch,1.0,1955.0,5.0,1412.0,1,2.0,1.0,1.0,22040.0,2021-04-07,235000.0
Lg Apartment,6691.0,Townhouse Apartment,2.0,1997.0,0.0,10776.0,8,3.0,0.0,0.0,22001.0,2019-05-15,0.0
Lg Apartment,6691.0,Townhouse Apartment,2.0,1997.0,0.0,10776.0,8,2.0,0.0,0.0,22001.0,2019-05-15,0.0
Lg Apartment,6691.0,Townhouse Apartment,2.0,1997.0,0.0,10776.0,8,2.0,0.0,0.0,22001.0,2019-02-15,1100000.0
Lg Apartment,6691.0,Townhouse Apartment,2.0,1997.0,0.0,10776.0,8,3.0,0.0,0.0,22001.0,2019-02-15,1100000.0
Lg Apartment,6870.0,AP3 (Conventional Apt with 12-20 Units),2.0,1972.0,0.0,17670.0,12,0.0,0.0,0.0,21929.0,2020-04-30,720000.0
Lg Apartment,6612.0,AP2 (Conventional Apt with 7-11 Units),2.0,1971.0,0.0,6788.0,8,0.0,0.0,0.0,21786.0,2021-01-08,597400.0
Lg Apartment,6612.0,AP2 (Conventional Apt with 7-11 Units),2.0,1966.0,0.0,8562.0,10,0.0,0.0,0.0,21780.0,2020-09-25,450000.0
Residential,440.0,Colonial,2.0,1973.0,8.0,2010.0,1,4.0,1.0,1.0,21742.0,2019-10-18,248000.0
Residential,50.0,Milwaukee Bungalow,2.0,1922.0,5.0,1757.0,1,4.0,2.0,0.0,21628.0,2019-10-31,187200.0
Lg Apartment,6977.0,AP3 (Conventional Apt with 12-20 Units),3.5,1965.0,0.0,26226.0,19,0.0,0.0,0.0,21600.0,2021-06-04,1590000.0
Residential,560.0,Cape Cod,1.0,1947.0,6.0,1395.0,1,4.0,1.0,1.0,21594.0,2019-11-14,142500.0
Residential,240.0,Cape Cod,1.0,1949.0,6.0,1232.0,1,3.0,1.0,1.0,21583.0,2021-02-02,141700.0
Residential,240.0,Cape Cod,1.0,1949.0,6.0,1232.0,1,3.0,1.0,1.0,21583.0,2019-02-22,75000.0
Residential,780.0,Ranch,1.0,1984.0,5.0,1204.0,1,3.0,1.0,1.0,21583.0,2019-06-14,190000.0
Commercial,6244.0,"Store Building - Single tenant, 1 story",1.0,1953.0,0.0,12762.0,1,0.0,0.0,0.0,21580.0,2020-12-04,350000.0
Residential,4700.0,Res O/S A & 1/2,1.0,1900.0,7.0,1309.0,1,4.0,2.0,0.0,21384.0,2021-11-16,275000.0
Residential,4780.0,Ranch,1.0,1955.0,6.0,1334.0,1,3.0,1.0,1.0,21280.0,2021-11-09,255000.0
Commercial,6418.0,Svs Station w Conv Store,1.0,2001.0,0.0,2220.0,1,0.0,0.0,0.0,21207.0,2020-04-01,800000.0
Commercial,6258.0,Church,0.0,1984.0,0.0,5000.0,1,0.0,0.0,2.0,21191.0,2020-04-21,287000.0
Lg Apartment,6800.0,Townhouse Apartment,2.0,1968.0,0.0,11226.0,9,0.0,0.0,0.0,21140.0,2021-01-07,1100000.0
Residential,440.0,Colonial,2.0,1978.0,8.0,2011.0,1,4.0,2.0,1.0,21127.0,2020-07-17,242400.0
Residential,240.0,Cape Cod,1.0,1957.0,6.0,1334.0,1,4.0,1.0,0.0,21025.0,2020-08-28,127500.0
Residential,1460.0,Ranch,1.0,1956.0,7.0,1627.0,1,3.0,2.0,1.0,21010.0,2021-02-18,230000.0
Commercial,6413.0,Tire Dealer,1.0,1975.0,0.0,7952.0,1,0.0,0.0,0.0,21000.0,2021-04-12,925000.0
Commercial,6418.0,Svs Station w Conv Store,1.0,1978.0,0.0,1053.0,1,0.0,0.0,0.0,21000.0,2021-06-11,550000.0
Commercial,6206.0,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",2.0,1952.0,0.0,6287.0,2,4.0,0.0,0.0,21000.0,2019-01-24,215000.0
Residential,4780.0,Cape Cod,1.0,1955.0,5.0,1125.0,1,3.0,1.0,0.0,21000.0,2019-03-27,165000.0
Commercial,6278.0,Strip Shopping Center,1.0,1988.0,0.0,9790.0,4,0.0,0.0,0.0,20929.0,2019-01-24,995000.0
Residential,440.0,Ranch,1.0,1979.0,7.0,1636.0,1,3.0,1.0,1.0,20871.0,2021-08-31,239000.0
Residential,4780.0,Ranch,1.0,1954.0,5.0,1010.0,1,3.0,1.0,0.0,20790.0,2019-07-23,200000.0
Lg Apartment,6820.0,Townhouse Apartment,2.0,1965.0,0.0,10554.0,8,3.0,0.0,0.0,20758.0,2019-09-06,690000.0
Residential,240.0,Ranch,1.0,1958.0,6.0,1226.0,1,3.0,2.0,0.0,20740.0,2021-04-30,225000.0
Residential,240.0,Ranch,1.0,1958.0,6.0,1226.0,1,3.0,2.0,0.0,20740.0,2019-02-22,163000.0
Residential,600.0,Cottage,1.0,1920.0,5.0,898.0,1,3.0,1.0,0.0,20656.0,2019-06-14,74000.0
Residential,780.0,Ranch,1.0,1958.0,7.0,1607.0,1,3.0,1.0,1.0,20640.0,2020-09-01,201167.0
Commercial,6418.0,Svc Station w Conv and Restaurant,1.0,1979.0,0.0,6752.0,3,0.0,0.0,0.0,20609.0,2020-05-28,1200000.0
Residential,4780.0,Cape Cod,1.0,1955.0,5.0,1287.0,1,2.0,2.0,0.0,20600.0,2020-09-08,245000.0
Residential,4780.0,Cape Cod,1.0,1955.0,5.0,1287.0,1,2.0,1.0,0.0,20600.0,2019-08-23,184500.0
Lg Apartment,6871.0,AP3 (Conventional Apt with 12-20 Units),2.0,1973.0,0.0,16214.0,16,1.0,0.0,0.0,20580.0,2019-08-16,225000.0
Lg Apartment,6871.0,AP3 (Conventional Apt with 12-20 Units),2.0,1973.0,0.0,16214.0,16,2.0,0.0,0.0,20580.0,2019-08-16,225000.0
Lg Apartment,6830.0,AP2 (Conventional Apt with 7-11 Units),2.0,1990.0,0.0,8080.0,8,2.0,0.0,0.0,20520.0,2019-04-29,645000.0
Commercial,6216.0,Warehouse Building - 1 Story,1.0,1960.0,0.0,14400.0,1,0.0,0.0,0.0,20516.0,2019-10-01,400000.0
Residential,820.0,Ranch,1.0,1954.0,5.0,1078.0,1,3.0,1.0,1.0,20500.0,2021-07-23,231000.0
Residential,2180.0,Duplex-Cottage,2.0,1884.0,7.0,1824.0,2,3.0,2.0,0.0,20487.0,2021-11-29,140000.0
Residential,240.0,Ranch,1.0,1977.0,5.0,1456.0,1,3.0,2.0,0.0,20475.0,2020-07-30,180000.0
Commercial,6242.0,Auto & Auto Body Repair,1.0,1973.0,0.0,4261.0,1,0.0,0.0,0.0,20460.0,2021-07-15,125000.0
Residential,4700.0,Duplex O/S,2.0,1910.0,0.0,2123.0,2,0.0,2.0,0.0,20423.0,2019-12-27,211300.0
Commercial,6218.0,Warehouse Building - 1 Story,1.0,1956.0,0.0,13555.0,1,0.0,0.0,0.0,20394.0,2021-02-11,230000.0
Residential,1200.0,Colonial,2.0,1951.0,6.0,1633.0,1,3.0,1.0,0.0,20313.0,2019-01-11,146000.0
Residential,780.0,Ranch,1.0,1956.0,5.0,1174.0,1,3.0,1.0,1.0,20128.0,2021-07-30,220500.0
Residential,4860.0,Ranch,1.0,1970.0,6.0,1561.0,1,3.0,1.0,1.0,20086.0,2019-06-14,235000.0
Residential,560.0,Cape Cod,1.0,1952.0,7.0,1910.0,1,5.0,2.0,0.0,20075.0,2019-11-06,182000.0
Residential,560.0,Cape Cod,1.0,1955.0,5.0,1040.0,1,3.0,2.0,0.0,20064.0,2020-10-08,152000.0
Residential,560.0,Cape Cod,1.0,1955.0,6.0,1274.0,1,3.0,1.0,0.0,20064.0,2019-05-15,150000.0
Residential,4920.0,Ranch,1.0,1960.0,7.0,1354.0,1,4.0,1.0,0.0,20052.0,2021-02-17,185500.0
Residential,240.0,Cape Cod,1.5,1956.0,6.0,1184.0,1,4.0,2.0,0.0,20000.0,2021-09-13,215000.0
Residential,240.0,Ranch,1.0,1957.0,5.0,1037.0,1,3.0,1.0,0.0,20000.0,2019-07-23,165000.0
Residential,4860.0,Ranch,1.0,1956.0,8.0,2219.0,1,4.0,2.0,1.0,19966.0,2020-10-05,350000.0
Residential,780.0,Ranch,1.0,1958.0,6.0,1452.0,1,3.0,1.0,1.0,19956.0,2020-09-14,242500.0
Residential,560.0,Milwaukee Bungalow,1.0,1929.0,6.0,1243.0,1,2.0,2.0,0.0,19932.0,2021-11-09,175000.0
Residential,4700.0,Milwaukee Bungalow,1.0,1927.0,6.0,1324.0,1,3.0,2.0,0.0,19932.0,2019-08-28,248000.0
Residential,240.0,Cape Cod,1.5,2003.0,8.0,3031.0,1,4.0,2.0,1.0,19915.0,2020-07-15,395000.0
Residential,240.0,Ranch,1.0,1957.0,5.0,1017.0,1,4.0,2.0,0.0,19912.0,2021-06-16,215000.0
Residential,4700.0,Milwaukee Bungalow,1.0,1928.0,7.0,1665.0,1,4.0,2.0,1.0,19866.0,2021-06-17,325000.0
Residential,40.0,Unknown,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,19844.0,2021-07-06,17500.0
Residential,800.0,Colonial,2.0,1998.0,9.0,3471.0,1,3.0,3.0,1.0,19824.0,2020-03-20,380000.0
Residential,4720.0,Residence O/S,1.5,1906.0,6.0,1625.0,1,3.0,1.0,1.0,19800.0,2019-08-21,235000.0
Residential,240.0,Unknown,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,19792.0,2020-10-15,45400.0
Residential,240.0,Unknown,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,19788.0,2020-07-15,40000.0
Residential,4860.0,Unknown,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,19780.0,2021-02-26,72000.0
Residential,560.0,Cottage,1.5,1938.0,6.0,1195.0,1,4.0,1.0,0.0,19768.0,2020-08-14,64500.0
Residential,560.0,Colonial,2.0,1935.0,0.0,1776.0,1,0.0,2.0,1.0,19768.0,2020-03-30,185000.0
Residential,560.0,Milwaukee Bungalow,1.0,1930.0,6.0,1287.0,1,3.0,1.0,0.0,19768.0,2020-08-21,76900.0
Lg Apartment,6820.0,AP2 (Conventional Apt with 7-11 Units),2.0,1962.0,0.0,6800.0,8,0.0,0.0,0.0,19680.0,2021-03-18,549900.0
Commercial,6296.0,Multi Story Warehouse,6.0,1912.0,0.0,99450.0,66,0.0,0.0,0.0,19662.0,2019-08-07,17000000.0
Lg Apartment,6820.0,AP2 (Conventional Apt with 7-11 Units),2.0,1978.0,0.0,8654.0,8,0.0,0.0,0.0,19650.0,2020-03-20,620000.0
Lg Apartment,6830.0,AP2 (Conventional Apt with 7-11 Units),2.0,1965.0,0.0,6912.0,8,0.0,0.0,0.0,19600.0,2021-06-01,682000.0
Commercial,6290.0,Office Building - 1 Story,1.0,1957.0,0.0,4347.0,4,0.0,0.0,0.0,19600.0,2020-11-04,320000.0
Residential,4860.0,Ranch,1.0,1959.0,5.0,912.0,1,3.0,1.0,0.0,19600.0,2019-07-16,176500.0
Lg Apartment,6875.0,AP3 (Conventional Apt with 12-20 Units),2.0,1973.0,0.0,11728.0,20,0.0,0.0,0.0,19525.0,2021-02-28,927000.0
Lg Apartment,6620.0,AP2 (Conventional Apt with 7-11 Units),2.0,1961.0,0.0,6586.0,8,2.0,0.0,0.0,19500.0,2019-09-25,395000.0
Lg Apartment,6650.0,AP2 (Conventional Apt with 7-11 Units),2.0,1959.0,0.0,6860.0,8,2.0,0.0,0.0,19440.0,2019-05-23,431000.0
Residential,40.0,Ranch,1.0,1952.0,4.0,840.0,1,2.0,1.0,0.0,19405.0,2021-09-30,180000.0
Lg Apartment,6610.0,AP2 (Conventional Apt with 7-11 Units),2.0,1979.0,0.0,8390.0,8,0.0,0.0,0.0,19405.0,2020-08-27,475000.0
Lg Apartment,6610.0,AP2 (Conventional Apt with 7-11 Units),2.0,1981.0,0.0,8320.0,8,2.0,0.0,0.0,19400.0,2019-01-14,400000.0
Commercial,6218.0,Fast Food Operation,1.0,1984.0,0.0,1930.0,2,0.0,0.0,0.0,19369.0,2019-03-19,375000.0
Residential,440.0,Colonial,2.0,2011.0,11.0,3166.0,1,5.0,3.0,1.0,19365.0,2021-01-27,365000.0
Residential,2710.0,Multiple Residential Bldgs,1.0,1924.0,7.0,3446.0,3,3.0,3.0,0.0,19362.0,2021-03-19,220000.0
