,Bdrms,Baths_total,FinishedSqft,Lotsize,Sale_date,Year,Month,Sale_price
27288,3,1,1148,5120,2017-11-01,2017,11,131000
27290,3,2,1301,5120,2017-12-01,2017,12,142000
27294,3,3,2018,5120,2018-01-01,2018,1,168000
27295,3,1,1332,5120,2018-02-01,2018,2,155000
27296,3,3,1432,5120,2018-03-01,2018,3,169900
27297,3,1,1176,5120,2018-03-01,2018,3,116000
27298,6,4,2392,5120,2018-04-01,2018,4,123400
27299,4,2,1532,5120,2018-04-01,2018,4,165000
27300,3,2,1319,5120,2018-04-01,2018,4,125000
27301,2,3,1258,5120,2018-04-01,2018,4,162000
27302,4,2,2274,5120,2018-04-01,2018,4,170200
27304,4,2,1626,5120,2018-05-01,2018,5,172900
27305,3,1,1426,5120,2018-05-01,2018,5,155000
27306,5,2,1889,5120,2018-06-01,2018,6,112000
27307,3,2,1315,5120,2018-06-01,2018,6,212846
27309,5,2,2374,5120,2018-07-01,2018,7,105000
27310,3,3,1637,5120,2018-07-01,2018,7,168000
27311,3,2,1363,5120,2018-07-01,2018,7,204900
27314,2,1,1084,5120,2018-08-01,2018,8,153200
27315,2,2,1258,5120,2018-08-01,2018,8,60000
27316,4,2,1413,5120,2018-09-01,2018,9,121500
27317,4,1,1169,5120,2018-09-01,2018,9,173000
27318,3,2,1060,5120,2018-09-01,2018,9,139900
27319,3,1,1618,5120,2018-11-01,2018,11,165000
27320,3,2,1299,5120,2018-11-01,2018,11,204900
27321,3,1,1137,5120,2018-11-01,2018,11,105000
27322,2,1,801,5120,2018-11-01,2018,11,129900
27323,4,2,1925,5120,2018-12-01,2018,12,50000
27324,3,2,1440,5120,2018-12-01,2018,12,167500
27325,2,1,1023,5120,2018-12-01,2018,12,90000
27327,4,2,2628,5117,2023-02-10,2023,2,130000
27329,3,2,2124,5117,2022-06-29,2022,6,326715
27330,2,1,1001,5117,2022-10-05,2022,10,142000
27331,6,1,1180,5117,2022-03-28,2022,3,210000
27333,3,3,1539,5117,2021-09-15,2021,9,200000
27334,6,2,2482,5117,2021-05-05,2021,5,182000
27336,5,4,2659,5117,2020-07-15,2020,7,170000
27337,4,2,2228,5117,2020-11-30,2020,11,216000
27338,3,2,1473,5117,2020-03-23,2020,3,232500
27342,3,2,1473,5117,2013-04-01,2013,4,171000
27343,4,2,1895,5117,2014-06-01,2014,6,99000
27344,2,1,1258,5117,2014-08-01,2014,8,55000
27346,4,2,1812,5117,2015-08-01,2015,8,99500
27347,5,3,1756,5117,2017-01-01,2017,1,113000
27348,3,2,1473,5117,2017-12-01,2017,12,192500
27350,3,2,1417,5116,2022-09-27,2022,9,325000
27351,3,2,1417,5116,2020-06-18,2020,6,265000
27352,3,2,1417,5116,2013-07-01,2013,7,160000
27353,3,2,1368,5112,2021-06-04,2021,6,215000
27354,3,1,1368,5112,2014-06-01,2014,6,127000
27355,3,1,1368,5112,2016-08-01,2016,8,134900
27356,8,2,2176,5110,2022-01-26,2022,1,305000
27359,3,2,1009,5106,2023-09-08,2023,9,235000
27360,3,2,1708,5106,2023-06-30,2023,6,375000
27361,3,1,1168,5106,2023-11-01,2023,11,240000
27362,3,2,1900,5106,2022-06-13,2022,6,250000
27363,3,1,911,5106,2022-10-20,2022,10,200000
27364,3,1,954,5106,2022-08-05,2022,8,181000
27365,3,2,1395,5106,2022-05-25,2022,5,265000
27366,4,2,1381,5106,2021-02-05,2021,2,195900
27368,4,2,1231,5106,2020-06-23,2020,6,179500
27369,3,1,1044,5106,2020-07-29,2020,7,166500
27370,3,1,1024,5106,2020-11-18,2020,11,185000
27371,3,1,1240,5106,2020-06-29,2020,6,190000
27373,3,2,1422,5106,2019-04-05,2019,4,150500
27375,3,2,1708,5106,2019-05-02,2019,5,250000
27377,4,2,1231,5106,2013-02-01,2013,2,118000
27378,3,1,1225,5106,2014-11-01,2014,11,140500
27379,3,1,910,5106,2014-12-01,2014,12,80000
27381,5,2,1427,5106,2015-06-01,2015,6,155000
27382,4,2,1231,5106,2015-06-01,2015,6,142000
27383,3,1,911,5106,2015-07-01,2015,7,91000
27385,4,2,2587,5106,2017-04-01,2017,4,200000
27386,4,2,1068,5106,2017-06-01,2017,6,139000
27387,3,2,1422,5106,2017-07-01,2017,7,159000
27388,3,1,1240,5106,2017-09-01,2017,9,155000
27389,3,2,1622,5106,2018-02-01,2018,2,96000
27390,3,2,1900,5106,2018-04-01,2018,4,175000
27392,4,2,1381,5106,2018-08-01,2018,8,161000
27393,4,2,2025,5104,2022-02-10,2022,2,123000
27394,3,1,1397,5104,2021-07-23,2021,7,150000
27395,3,1,1227,5104,2020-03-24,2020,3,75000
27396,3,1,977,5104,2016-01-01,2016,1,65000
27397,4,2,2025,5104,2016-02-01,2016,2,74775
27398,3,1,1298,5104,2017-07-01,2017,7,73000
27399,2,2,1242,5100,2023-06-21,2023,6,130000
27400,3,1,1302,5100,2023-06-05,2023,6,255000
27401,5,2,3627,5100,2023-06-29,2023,6,148000
27402,3,2,2388,5100,2023-08-30,2023,8,165000
27404,3,1,1302,5100,2022-03-30,2022,3,130000
27405,5,2,3124,5100,2022-11-23,2022,11,159900
27408,2,1,950,5100,2021-11-11,2021,11,65000
27411,3,2,1280,5100,2020-01-08,2020,1,75000
27421,6,2,3004,5100,2015-12-01,2015,12,70000
27422,3,1,1509,5100,2016-07-01,2016,7,79000
27423,3,1,1046,5100,2017-06-01,2017,6,81500
27427,3,1,1087,5100,2018-05-01,2018,5,155000
27428,3,2,1588,5096,2020-07-07,2020,7,265000
27433,4,2,1807,5091,2018-01-01,2018,1,72500
27434,3,2,1232,5088,2014-02-01,2014,2,151000
27436,4,2,1356,5088,2014-05-01,2014,5,159900
27437,3,2,963,5088,2015-11-01,2015,11,155000
27440,5,2,1408,5085,2022-04-12,2022,4,176900
27443,4,2,2160,5085,2020-11-16,2020,11,258000
27444,2,1,1234,5085,2020-09-28,2020,9,163000
27446,4,2,1637,5085,2019-11-22,2019,11,152000
27447,4,2,1637,5085,2019-07-23,2019,7,75000
27448,3,2,1430,5085,2019-10-28,2019,10,255500
27450,4,3,2302,5085,2013-06-01,2013,6,147500
27453,4,3,2438,5085,2016-04-01,2016,4,195000
27454,4,2,2160,5085,2016-11-01,2016,11,130000
27456,3,1,1020,5085,2017-07-01,2017,7,123200
27457,8,2,2383,5084,2023-01-26,2023,1,80000
27459,4,1,985,5084,2022-10-21,2022,10,143000
27460,3,2,1827,5084,2022-03-15,2022,3,112500
27461,4,2,2383,5084,2021-05-27,2021,5,63000
27462,2,1,1131,5084,2021-11-15,2021,11,124000
27463,3,2,1779,5084,2020-08-10,2020,8,251100
27465,3,2,1779,5084,2013-08-01,2013,8,166500
27466,3,2,1720,5084,2013-09-01,2013,9,92800
27472,4,2,1536,5082,2023-06-20,2023,6,375000
27473,3,3,1907,5082,2022-10-24,2022,10,240000
27475,10,2,1671,5082,2022-02-17,2022,2,117500
27478,5,3,1921,5082,2021-06-23,2021,6,150000
27480,6,4,2688,5082,2020-12-04,2020,12,152000
27481,5,3,1921,5082,2020-07-07,2020,7,120000
27482,4,2,2462,5082,2020-04-14,2020,4,310000
27483,6,2,3610,5082,2020-03-11,2020,3,197500
27484,6,4,2746,5082,2019-05-24,2019,5,146000
27486,4,2,2492,5082,2016-09-01,2016,9,89000
27487,5,2,2057,5082,2016-12-01,2016,12,67500
27490,4,2,2462,5082,2017-09-01,2017,9,299900
27491,6,4,2688,5082,2018-08-01,2018,8,115000
27492,4,2,1586,5080,2023-03-13,2023,3,174000
27493,5,1,1567,5080,2023-08-08,2023,8,78000
27498,3,1,990,5080,2023-03-07,2023,3,125000
27504,7,2,1831,5080,2023-03-08,2023,3,236400
27505,4,3,2031,5080,2023-02-15,2023,2,85000
27508,3,1,1262,5080,2023-11-14,2023,11,345000
27513,3,2,1824,5080,2023-12-22,2023,12,202700
27516,4,2,1988,5080,2022-12-14,2022,12,160000
27517,9,3,2268,5080,2022-08-26,2022,8,190000
27518,4,2,2145,5080,2022-09-12,2022,9,95000
27519,6,2,2290,5080,2022-06-10,2022,6,230000
27520,6,3,2002,5080,2022-05-03,2022,5,195000
27524,6,2,1205,5080,2022-03-22,2022,3,232000
27525,3,2,1426,5080,2022-04-20,2022,4,199000
27526,10,2,1589,5080,2022-01-27,2022,1,133000
27527,10,2,1589,5080,2022-11-21,2022,11,215000
27535,4,1,1254,5080,2022-09-09,2022,9,250000
27536,6,2,2559,5080,2022-02-07,2022,2,303500
27537,4,2,2507,5080,2022-05-13,2022,5,356500
27540,4,2,1961,5080,2022-05-13,2022,5,351000
27541,4,1,1657,5080,2022-08-19,2022,8,311000
27542,4,1,1636,5080,2022-03-29,2022,3,311000
27543,8,2,2047,5080,2022-01-04,2022,1,205000
27544,4,2,2506,5080,2022-05-16,2022,5,215000
27545,4,2,1556,5080,2022-06-30,2022,6,298000
27546,5,3,1935,5080,2022-11-09,2022,11,180000
27547,2,1,979,5080,2022-06-06,2022,6,200000
27548,8,3,1733,5080,2022-03-28,2022,3,295000
27550,6,4,2996,5080,2022-04-27,2022,4,310000
27551,3,2,1514,5080,2022-05-24,2022,5,265000
27552,4,3,2260,5080,2022-07-16,2022,7,310000
27553,3,1,965,5080,2021-06-25,2021,6,114000
27555,3,1,860,5080,2021-04-07,2021,4,99000
27556,6,2,2440,5080,2021-04-30,2021,4,140000
27557,4,2,2008,5080,2021-01-06,2021,1,180000
27561,5,2,1841,5080,2021-09-08,2021,9,195000
27562,3,1,1392,5080,2021-07-07,2021,7,205000
27563,3,2,1205,5080,2021-01-25,2021,1,165000
27568,3,2,1235,5080,2021-02-01,2021,2,167500
27569,3,1,1019,5080,2021-06-10,2021,6,207000
27570,5,2,2726,5080,2021-01-04,2021,1,300000
27571,6,2,2440,5080,2021-01-08,2021,1,280000
27573,5,2,1600,5080,2021-07-15,2021,7,255000
27574,4,2,2222,5080,2021-04-06,2021,4,212000
27575,4,3,3118,5080,2021-09-17,2021,9,272000
27577,5,2,2360,5080,2021-09-03,2021,9,180000
27578,3,2,1600,5080,2021-09-24,2021,9,254000
27579,2,1,1068,5080,2021-07-08,2021,7,240000
27580,3,1,1573,5080,2020-10-05,2020,10,111000
27581,4,1,1393,5080,2020-01-30,2020,1,102000
27583,4,2,2311,5080,2020-06-30,2020,6,170000
27584,6,4,2894,5080,2020-06-26,2020,6,183000
27587,3,1,1378,5080,2020-02-07,2020,2,173000
27588,6,3,2589,5080,2020-05-28,2020,5,179500
27593,4,2,1386,5080,2020-02-07,2020,2,186000
27594,4,3,2031,5080,2020-06-26,2020,6,79900
27595,4,2,2430,5080,2020-08-20,2020,8,280000
27596,3,2,1060,5080,2020-03-27,2020,3,180000
27597,3,2,1086,5080,2020-08-14,2020,8,159000
27599,3,1,1262,5080,2020-10-02,2020,10,260000
27600,4,4,2282,5080,2020-01-27,2020,1,293000
27601,5,3,2041,5080,2020-03-23,2020,3,290000
27602,5,3,1595,5080,2020-09-10,2020,9,165000
27603,3,1,1381,5080,2020-10-30,2020,10,170100
27604,4,2,1660,5080,2020-07-20,2020,7,190000
27605,5,2,1960,5080,2020-06-25,2020,6,199000
27606,4,2,1851,5080,2020-07-16,2020,7,248900
27607,2,2,1171,5080,2020-01-28,2020,1,158000
27608,3,2,1235,5080,2020-06-30,2020,6,200000
27610,3,2,1841,5080,2020-08-18,2020,8,195000
27615,4,2,1412,5080,2019-09-23,2019,9,90000
27622,3,2,1330,5080,2019-11-01,2019,11,152000
27641,3,2,1136,5080,2013-05-01,2013,5,53000
27642,4,3,2260,5080,2013-05-01,2013,5,188900
27643,4,2,2503,5080,2013-06-01,2013,6,203500
27646,3,3,1854,5080,2013-08-01,2013,8,190000
27647,3,2,1378,5080,2013-09-01,2013,9,142000
27649,3,2,2024,5080,2013-11-01,2013,11,130500
27650,5,2,2178,5080,2013-12-01,2013,12,182500
27651,4,2,1989,5080,2014-03-01,2014,3,120000
27653,5,3,2041,5080,2014-05-01,2014,5,237000
27654,2,1,1032,5080,2014-05-01,2014,5,116000
27657,4,3,1733,5080,2014-07-01,2014,7,199900
27658,4,2,1953,5080,2014-10-01,2014,10,216000
27659,3,1,1307,5080,2014-11-01,2014,11,145000
27660,3,2,1566,5080,2014-11-01,2014,11,240000
27661,2,2,1085,5080,2015-01-01,2015,1,100000
27663,3,2,1618,5080,2015-03-01,2015,3,102500
27664,3,1,1451,5080,2015-03-01,2015,3,139900
27665,4,2,2464,5080,2015-04-01,2015,4,144000
27666,4,1,1530,5080,2015-04-01,2015,4,156950
27670,8,2,3044,5080,2015-06-01,2015,6,289900
27673,3,1,1158,5080,2015-07-01,2015,7,102000
27678,3,2,1440,5080,2016-04-01,2016,4,233800
27679,6,2,3168,5080,2016-05-01,2016,5,300000
27681,3,2,1411,5080,2016-05-01,2016,5,109900
27682,4,2,2104,5080,2016-06-01,2016,6,97000
27685,8,2,3092,5080,2016-08-01,2016,8,307500
27686,3,1,1017,5080,2016-08-01,2016,8,127000
27687,3,2,1314,5080,2016-08-01,2016,8,162500
27688,4,3,2183,5080,2016-09-01,2016,9,290000
27689,4,2,2507,5080,2016-09-01,2016,9,249500
27691,6,2,2062,5080,2017-01-01,2017,1,112000
27692,4,2,1961,5080,2017-01-01,2017,1,187500
27695,5,2,3643,5080,2017-03-01,2017,3,238000
27696,2,2,1133,5080,2017-03-01,2017,3,143000
27697,6,2,2997,5080,2017-04-01,2017,4,325000
27698,4,2,2262,5080,2017-04-01,2017,4,100000
27703,5,3,2268,5080,2017-06-01,2017,6,198000
27705,5,3,2041,5080,2017-07-01,2017,7,280000
27706,4,2,1851,5080,2017-07-01,2017,7,203000
27707,6,2,1920,5080,2017-08-01,2017,8,109000
27708,3,1,1318,5080,2017-09-01,2017,9,111000
27709,5,2,1902,5080,2017-09-01,2017,9,143000
27710,8,2,3092,5080,2017-10-01,2017,10,351500
27711,3,2,1440,5080,2017-10-01,2017,10,223000
27712,6,2,2932,5080,2017-10-01,2017,10,103000
27713,5,2,2021,5080,2017-10-01,2017,10,136000
27716,5,2,1740,5080,2017-11-01,2017,11,160000
27718,3,1,1122,5080,2018-01-01,2018,1,99900
27720,6,2,2801,5080,2018-03-01,2018,3,295000
27721,6,2,2574,5080,2018-03-01,2018,3,300000
27723,4,2,1886,5080,2018-04-01,2018,4,74500
27724,7,2,3795,5080,2018-04-01,2018,4,329900
27726,4,2,2190,5080,2018-05-01,2018,5,198400
27729,3,1,1027,5080,2018-06-01,2018,6,96000
27730,4,2,2104,5080,2018-06-01,2018,6,139900
27731,3,1,1455,5080,2018-07-01,2018,7,83000
27732,3,2,1418,5080,2018-07-01,2018,7,170000
27733,3,2,1566,5080,2018-07-01,2018,7,332500
27735,3,2,1626,5080,2018-08-01,2018,8,74650
27736,3,2,1919,5080,2018-08-01,2018,8,237000
27741,4,2,1207,5080,2018-10-01,2018,10,139900
27742,6,2,1920,5080,2018-11-01,2018,11,110000
27744,6,2,3112,5080,2018-12-01,2018,12,138000
27745,3,3,1930,5079,2017-07-01,2017,7,345000
27746,3,2,1799,5076,2023-04-18,2023,4,330000
27747,3,1,932,5076,2021-08-17,2021,8,74000
27748,3,2,1799,5076,2021-07-14,2021,7,300000
27749,3,3,1709,5076,2020-07-31,2020,7,270000
27752,4,2,2436,5075,2022-06-27,2022,6,220000
27753,3,2,2462,5075,2021-05-28,2021,5,118000
27755,2,1,1186,5074,2023-06-09,2023,6,139000
27756,2,1,1186,5074,2023-09-28,2023,9,135000
27757,6,2,2620,5074,2023-11-02,2023,11,105000
27758,3,1,1673,5074,2023-04-17,2023,4,301000
27759,2,1,1196,5074,2022-06-15,2022,6,110000
27760,5,3,3479,5074,2022-04-07,2022,4,117500
27761,3,1,1048,5074,2021-04-16,2021,4,65000
27762,3,2,1857,5074,2021-02-15,2021,2,101000
27763,3,1,1065,5074,2021-11-19,2021,11,185000
27765,3,1,1065,5074,2020-12-21,2020,12,152000
27766,3,1,1035,5074,2020-11-17,2020,11,180000
27768,3,2,1148,5074,2013-07-01,2013,7,150000
27770,3,2,1148,5074,2015-10-01,2015,10,159000
27771,6,3,2668,5074,2016-05-01,2016,5,189950
27772,3,1,914,5074,2016-08-01,2016,8,85000
27773,3,1,1056,5074,2017-03-01,2017,3,148000
27774,3,1,1118,5074,2017-05-01,2017,5,137000
27775,3,1,1065,5074,2017-10-01,2017,10,147000
27776,4,1,1610,5074,2017-10-01,2017,10,52000
27777,2,1,1005,5073,2020-08-28,2020,8,158000
27779,8,2,2226,5070,2023-08-16,2023,8,120000
27780,5,2,1035,5069,2022-08-09,2022,8,243000
27781,4,2,1127,5065,2019-07-11,2019,7,158000
27782,3,2,1233,5060,2023-09-07,2023,9,111300
27784,3,2,981,5060,2023-05-26,2023,5,255000
27785,6,1,1055,5060,2023-08-01,2023,8,240000
27786,3,2,1422,5060,2023-10-03,2023,10,200000
27787,3,1,1068,5060,2023-10-10,2023,10,200000
27790,3,1,1361,5060,2023-05-05,2023,5,260000
27791,6,3,1233,5060,2022-04-25,2022,4,80000
27792,6,3,1233,5060,2022-09-29,2022,9,158800
27793,6,1,980,5060,2022-01-19,2022,1,62500
27794,3,2,963,5060,2022-11-13,2022,11,160000
27795,6,1,1012,5060,2022-11-17,2022,11,202000
27796,2,1,1107,5060,2022-04-08,2022,4,198000
27797,5,1,1107,5060,2022-08-15,2022,8,231000
27798,6,1,1167,5060,2022-02-18,2022,2,171500
27801,3,1,1055,5060,2021-01-25,2021,1,174900
27802,3,1,1012,5060,2021-01-25,2021,1,168900
27804,3,1,1082,5060,2021-03-17,2021,3,200000
27805,4,2,1698,5060,2021-10-27,2021,10,162500
27807,3,2,1677,5060,2020-10-27,2020,10,245000
27808,4,2,1848,5060,2020-07-28,2020,7,234000
27809,3,2,1005,5060,2020-08-31,2020,8,178000
27813,3,1,1037,5060,2020-10-30,2020,10,200000
27814,3,1,1054,5060,2020-12-30,2020,12,211500
27815,3,2,982,5060,2020-10-21,2020,10,201000
27816,3,1,1082,5060,2020-03-23,2020,3,205000
27817,3,1,1008,5060,2020-05-18,2020,5,154000
27819,3,2,1233,5060,2019-11-19,2019,11,74000
27822,3,2,1422,5060,2019-07-22,2019,7,185000
27823,3,2,1056,5060,2019-06-26,2019,6,156000
27824,4,2,1273,5060,2019-03-29,2019,3,155000
27827,4,2,1003,5060,2013-07-01,2013,7,140000
27828,3,1,1156,5060,2013-11-01,2013,11,67000
27829,3,2,1008,5060,2014-05-01,2014,5,105250
27830,3,2,1005,5060,2014-06-01,2014,6,153000
27831,3,2,1239,5060,2014-07-01,2014,7,110000
27832,3,1,1260,5060,2014-11-01,2014,11,142000
27833,3,1,1011,5060,2014-12-01,2014,12,95000
27835,4,2,1181,5060,2015-04-01,2015,4,105000
27836,3,2,1422,5060,2015-05-01,2015,5,146000
27837,4,3,1204,5060,2015-06-01,2015,6,146900
27838,4,1,1584,5060,2015-11-01,2015,11,151000
27840,4,2,1232,5060,2015-12-01,2015,12,125000
27841,3,1,1082,5060,2015-12-01,2015,12,144900
27842,4,2,1189,5060,2016-04-01,2016,4,115000
27843,3,1,935,5060,2016-06-01,2016,6,125000
27844,3,1,1054,5060,2016-06-01,2016,6,150000
27845,4,2,2316,5060,2016-07-01,2016,7,192700
27846,3,1,1082,5060,2016-07-01,2016,7,145000
27848,3,2,1244,5060,2016-09-01,2016,9,155900
27849,3,2,1082,5060,2016-09-01,2016,9,157500
27850,3,1,1156,5060,2016-10-01,2016,10,93900
27851,3,1,1125,5060,2017-03-01,2017,3,136500
27852,4,2,1181,5060,2017-03-01,2017,3,135500
27853,3,1,1089,5060,2017-03-01,2017,3,167000
27855,3,1,935,5060,2017-09-01,2017,9,136500
27856,2,1,738,5060,2017-09-01,2017,9,128000
27857,3,1,1082,5060,2018-02-01,2018,2,159000
27858,3,2,1102,5060,2018-03-01,2018,3,147000
27859,3,1,1082,5060,2018-08-01,2018,8,156950
27860,3,2,1473,5060,2018-09-01,2018,9,145000
27861,4,3,2923,5058,2017-08-01,2017,8,156400
27863,3,2,1844,5056,2019-06-10,2019,6,240000
27864,4,2,1829,5056,2014-07-01,2014,7,250000
27865,3,2,1844,5056,2015-04-01,2015,4,210000
27867,4,2,1807,5054,2022-08-08,2022,8,82653
27868,4,2,2804,5054,2021-08-24,2021,8,103000
27869,4,2,2346,5054,2021-04-29,2021,4,130000
27878,3,1,1230,5050,2015-09-01,2015,9,68500
27879,3,2,1197,5050,2015-09-01,2015,9,115000
27884,4,2,1862,5047,2018-06-01,2018,6,194000
27887,2,1,1419,5043,2023-12-29,2023,12,122500
27888,4,2,2178,5043,2023-04-19,2023,4,132000
27889,3,1,1129,5043,2023-07-07,2023,7,269000
27890,4,2,2178,5043,2022-07-11,2022,7,60000
27891,4,3,1684,5043,2021-04-26,2021,4,150000
27893,3,1,1023,5043,2020-01-13,2020,1,55000
27899,2,1,1105,5043,2013-12-01,2013,12,107000
27901,4,3,2384,5043,2014-06-01,2014,6,217000
27902,3,3,1705,5043,2014-07-01,2014,7,172500
27903,3,1,1129,5043,2015-06-01,2015,6,139000
27904,3,2,1497,5043,2015-11-01,2015,11,119900
27905,4,2,1893,5043,2017-04-01,2017,4,55000
27907,3,3,1705,5043,2018-03-01,2018,3,222000
27908,4,2,1947,5043,2018-08-01,2018,8,52500
27911,4,2,1409,5040,2023-03-27,2023,3,143500
27912,3,2,1839,5040,2023-11-09,2023,11,116000
27913,2,1,1383,5040,2023-04-27,2023,4,145000
27915,4,2,2027,5040,2023-09-06,2023,9,115000
27916,2,1,1221,5040,2023-10-05,2023,10,64000
27917,4,1,1136,5040,2023-01-24,2023,1,79900
27919,4,1,968,5040,2023-11-14,2023,11,123000
27920,4,1,1016,5040,2023-11-21,2023,11,87000
27921,3,1,998,5040,2023-02-24,2023,2,132500
27924,3,1,1113,5040,2023-03-10,2023,3,170000
27925,6,4,2672,5040,2023-04-13,2023,4,245000
27926,6,4,2672,5040,2023-03-29,2023,3,245000
27929,3,1,1258,5040,2023-07-27,2023,7,71100
27930,4,2,2070,5040,2023-09-29,2023,9,215000
27931,4,2,2251,5040,2023-06-30,2023,6,172000
27932,4,2,1929,5040,2023-09-08,2023,9,90000
27933,2,1,1079,5040,2023-05-26,2023,5,134000
27934,2,2,1016,5040,2023-09-22,2023,9,109900
27936,3,2,1316,5040,2023-04-19,2023,4,169500
27937,6,4,2210,5040,2023-03-15,2023,3,242500
27938,6,2,2450,5040,2023-06-08,2023,6,260000
27940,5,2,1555,5040,2023-07-27,2023,7,100000
27943,3,1,1625,5040,2023-05-25,2023,5,60000
27944,3,2,1657,5040,2023-08-29,2023,8,216400
27945,3,1,1008,5040,2023-03-20,2023,3,195000
27946,3,2,1273,5040,2023-06-23,2023,6,181500
27947,3,2,1496,5040,2023-02-20,2023,2,230000
27949,4,2,1777,5040,2023-02-16,2023,2,71500
27950,6,2,2658,5040,2023-05-10,2023,5,195000
27951,4,2,1589,5040,2023-11-22,2023,11,245000
27952,3,1,1135,5040,2023-01-12,2023,1,165000
27953,3,1,1058,5040,2023-11-14,2023,11,225000
27954,2,1,1229,5040,2023-09-15,2023,9,183000
27955,3,2,1319,5040,2023-05-19,2023,5,215000
27957,8,2,1177,5040,2023-01-27,2023,1,282000
27958,6,2,2202,5040,2023-08-04,2023,8,350000
27961,3,1,1072,5040,2022-10-07,2022,10,128000
27962,3,1,1216,5040,2022-09-15,2022,9,122500
27963,4,2,2122,5040,2022-05-24,2022,5,249900
27964,3,2,1514,5040,2022-04-28,2022,4,112000
27965,2,1,1383,5040,2022-11-04,2022,11,68000
27967,8,1,1027,5040,2022-01-17,2022,1,118500
27969,4,1,1016,5040,2022-09-22,2022,9,85000
27970,4,2,1074,5040,2022-05-12,2022,5,145000
27972,4,1,1306,5040,2022-10-24,2022,10,140100
27973,3,2,1197,5040,2022-01-18,2022,1,158900
27974,3,3,1344,5040,2022-03-14,2022,3,218000
27975,5,2,1933,5040,2022-07-07,2022,7,175000
27976,3,1,1138,5040,2022-02-10,2022,2,85000
27977,3,2,1581,5040,2022-07-15,2022,7,137000
27978,3,1,1506,5040,2022-08-23,2022,8,89900
27980,5,3,1849,5040,2022-08-04,2022,8,200000
27981,2,1,1145,5040,2022-06-08,2022,6,130000
27982,3,3,1816,5040,2022-08-31,2022,8,280000
27983,2,1,1053,5040,2022-07-09,2022,7,102000
27984,2,1,1009,5040,2022-10-11,2022,10,137000
27985,3,1,822,5040,2022-06-07,2022,6,55000
27987,4,1,1831,5040,2022-09-13,2022,9,139000
27988,3,1,1476,5040,2022-04-27,2022,4,185000
27989,4,3,1926,5040,2022-04-18,2022,4,240700
27990,4,2,1596,5040,2022-07-15,2022,7,180000
27991,3,1,1383,5040,2022-10-24,2022,10,210000
27992,3,1,1164,5040,2022-08-08,2022,8,200000
27993,3,2,1145,5040,2022-05-24,2022,5,246000
27994,3,2,1107,5040,2022-01-04,2022,1,161000
27995,3,1,1363,5040,2022-07-29,2022,7,245000
27996,2,1,898,5040,2022-10-26,2022,10,201000
27997,8,1,1345,5040,2022-02-18,2022,2,200000
27998,3,1,1322,5040,2022-07-19,2022,7,237000
28000,7,3,3484,5040,2022-03-21,2022,3,201000
28002,4,3,1815,5040,2022-02-08,2022,2,200000
28003,3,3,2643,5040,2022-08-02,2022,8,300000
28004,3,1,1421,5040,2022-12-01,2022,12,177500
28005,4,2,2212,5040,2022-07-26,2022,7,192000
28006,6,2,2872,5040,2022-05-31,2022,5,131000
28007,2,1,915,5040,2022-03-16,2022,3,157500
28008,2,2,1193,5040,2022-08-19,2022,8,200000
28009,3,2,1533,5040,2022-07-29,2022,7,295000
28011,3,2,1507,5040,2022-09-09,2022,9,235000
28012,3,1,1528,5040,2022-06-17,2022,6,230000
28017,2,2,1327,5040,2022-07-22,2022,7,306000
28019,4,2,1504,5040,2022-08-12,2022,8,315000
28022,3,2,1773,5040,2022-04-05,2022,4,320000
28023,3,1,1143,5040,2022-04-27,2022,4,235000
28024,3,1,914,5040,2022-10-21,2022,10,240000
28025,3,2,1622,5040,2022-06-21,2022,6,300000
28026,4,3,1453,5040,2022-12-22,2022,12,295000
28027,3,2,1987,5040,2021-10-26,2021,10,159000
28029,4,2,1098,5040,2021-09-29,2021,9,162000
28030,3,2,1620,5040,2021-06-11,2021,6,140000
28031,4,1,968,5040,2021-04-02,2021,4,74500
28032,6,2,2388,5040,2021-05-26,2021,5,180000
28033,3,2,1164,5040,2021-02-24,2021,2,174000
28037,3,1,1176,5040,2021-09-03,2021,9,137500
28039,6,3,2536,5040,2021-09-24,2021,9,235000
28040,4,1,1065,5040,2021-08-12,2021,8,80900
28041,3,1,1146,5040,2021-04-14,2021,4,105000
28042,5,2,2264,5040,2021-06-18,2021,6,124000
28043,3,3,1954,5040,2021-07-01,2021,7,112390
28045,3,1,1176,5040,2021-04-21,2021,4,191000
28046,3,1,842,5040,2021-09-02,2021,9,144900
28047,3,2,1323,5040,2021-03-26,2021,3,139900
28048,4,2,2209,5040,2021-04-20,2021,4,129900
28049,4,3,2632,5040,2021-05-04,2021,5,225000
28050,3,1,1625,5040,2021-07-01,2021,7,70000
28051,4,2,2624,5040,2021-05-28,2021,5,135000
28053,3,2,1416,5040,2021-03-10,2021,3,138000
28054,4,2,3204,5040,2021-02-01,2021,2,156000
28055,3,2,2062,5040,2021-04-12,2021,4,196000
28056,4,3,1734,5040,2021-09-08,2021,9,206000
28057,3,2,2135,5040,2021-02-16,2021,2,179900
28058,4,2,1870,5040,2021-01-08,2021,1,135500
28059,3,1,1015,5040,2021-09-02,2021,9,175000
28060,3,1,1164,5040,2021-03-01,2021,3,155000
28061,2,1,1381,5040,2021-09-14,2021,9,155000
28063,3,2,1368,5040,2021-07-14,2021,7,287000
28064,4,2,1411,5040,2021-09-14,2021,9,200000
