,Bdrms,Baths_total,FinishedSqft,Lotsize,Sale_date,Year,Month,Sale_price
34394,3,2,1055,4800,2016-11-01,2016,11,91000
34396,3,2,2040,4800,2016-11-01,2016,11,90500
34397,3,2,1879,4800,2016-11-01,2016,11,84000
34400,3,2,1265,4800,2016-11-01,2016,11,104000
34401,3,3,1248,4800,2016-11-01,2016,11,115000
34402,5,2,1941,4800,2016-11-01,2016,11,220000
34403,3,2,1468,4800,2016-11-01,2016,11,134500
34406,4,2,1311,4800,2016-12-01,2016,12,88000
34407,6,2,2016,4800,2016-12-01,2016,12,62500
34411,3,1,1232,4800,2016-12-01,2016,12,144500
34412,3,1,1074,4800,2016-12-01,2016,12,112000
34413,6,4,2732,4800,2016-12-01,2016,12,121000
34414,5,3,1748,4800,2016-12-01,2016,12,139900
34416,2,1,1100,4800,2016-12-01,2016,12,86900
34417,4,2,1918,4800,2016-12-01,2016,12,122000
34418,3,1,1043,4800,2016-12-01,2016,12,94600
34423,3,2,1699,4800,2016-12-01,2016,12,245000
34427,3,1,1357,4800,2017-01-01,2017,1,72500
34429,4,2,1173,4800,2017-01-01,2017,1,114000
34430,3,3,1153,4800,2017-01-01,2017,1,79900
34431,6,2,2219,4800,2017-01-01,2017,1,88500
34432,4,2,1677,4800,2017-01-01,2017,1,129500
34433,3,3,2130,4800,2017-01-01,2017,1,163000
34434,4,2,2284,4800,2017-01-01,2017,1,115000
34435,3,2,1585,4800,2017-01-01,2017,1,135000
34436,5,3,1718,4800,2017-01-01,2017,1,187500
34438,4,2,2540,4800,2017-01-01,2017,1,160000
34439,3,1,1232,4800,2017-01-01,2017,1,68000
34440,2,1,758,4800,2017-02-01,2017,2,60000
34441,3,2,1413,4800,2017-02-01,2017,2,163000
34444,4,2,1997,4800,2017-02-01,2017,2,158000
34445,4,3,1371,4800,2017-02-01,2017,2,120000
34446,2,1,1382,4800,2017-02-01,2017,2,115900
34447,3,1,1777,4800,2017-02-01,2017,2,173000
34450,3,1,954,4800,2017-03-01,2017,3,103000
34452,4,2,1611,4800,2017-03-01,2017,3,227000
34453,3,2,1097,4800,2017-03-01,2017,3,133000
34454,3,1,1000,4800,2017-03-01,2017,3,75000
34455,3,2,1486,4800,2017-03-01,2017,3,147000
34456,3,1,1350,4800,2017-03-01,2017,3,99900
34457,3,1,1039,4800,2017-03-01,2017,3,80000
34458,4,2,2006,4800,2017-03-01,2017,3,117500
34459,3,1,1836,4800,2017-03-01,2017,3,68500
34460,4,2,1691,4800,2017-03-01,2017,3,139000
34461,3,2,1669,4800,2017-03-01,2017,3,169800
34462,5,2,2148,4800,2017-03-01,2017,3,154900
34463,3,2,1635,4800,2017-03-01,2017,3,125000
34464,3,2,1594,4800,2017-03-01,2017,3,148000
34465,3,2,1243,4800,2017-03-01,2017,3,99600
34470,3,2,1041,4800,2017-04-01,2017,4,147000
34471,4,2,2045,4800,2017-04-01,2017,4,118000
34472,4,2,1510,4800,2017-04-01,2017,4,125000
34476,4,1,1483,4800,2017-04-01,2017,4,80000
34477,3,1,1467,4800,2017-04-01,2017,4,65000
34479,3,1,1113,4800,2017-04-01,2017,4,82500
34483,4,3,1743,4800,2017-04-01,2017,4,125000
34484,6,2,2922,4800,2017-04-01,2017,4,230000
34485,4,2,1924,4800,2017-04-01,2017,4,130000
34489,5,3,2990,4800,2017-04-01,2017,4,70100
34490,2,1,1184,4800,2017-04-01,2017,4,123500
34491,3,2,1016,4800,2017-04-01,2017,4,126000
34492,3,2,1236,4800,2017-04-01,2017,4,118000
34493,3,1,1107,4800,2017-04-01,2017,4,150750
34494,4,2,2134,4800,2017-04-01,2017,4,245000
34495,4,2,2134,4800,2017-04-01,2017,4,260000
34496,4,1,1608,4800,2017-04-01,2017,4,143750
34498,4,2,2464,4800,2017-04-01,2017,4,81250
34499,3,1,1144,4800,2017-05-01,2017,5,60000
34501,3,2,1168,4800,2017-05-01,2017,5,109900
34505,3,3,2439,4800,2017-05-01,2017,5,235200
34506,3,1,1029,4800,2017-05-01,2017,5,86500
34507,3,2,1419,4800,2017-05-01,2017,5,131900
34508,4,2,2101,4800,2017-05-01,2017,5,129000
34509,5,2,1931,4800,2017-05-01,2017,5,125000
34513,3,2,1324,4800,2017-05-01,2017,5,75000
34514,2,2,1057,4800,2017-05-01,2017,5,68000
34515,3,1,924,4800,2017-05-01,2017,5,80500
34516,3,2,1742,4800,2017-05-01,2017,5,135000
34517,4,2,1740,4800,2017-05-01,2017,5,129900
34518,4,2,2174,4800,2017-05-01,2017,5,139900
34519,4,2,2411,4800,2017-05-01,2017,5,210000
34520,3,3,1706,4800,2017-05-01,2017,5,104000
34521,3,2,1149,4800,2017-05-01,2017,5,135500
34522,2,2,1119,4800,2017-05-01,2017,5,125000
34523,2,1,818,4800,2017-05-01,2017,5,115000
34524,2,1,1078,4800,2017-05-01,2017,5,129000
34525,4,2,2468,4800,2017-05-01,2017,5,310000
34526,4,2,2251,4800,2017-05-01,2017,5,235000
34528,5,2,2348,4800,2017-05-01,2017,5,142000
34529,3,2,1544,4800,2017-06-01,2017,6,85000
34530,5,2,1637,4800,2017-06-01,2017,6,230000
34531,3,2,1214,4800,2017-06-01,2017,6,202500
34533,3,3,1373,4800,2017-06-01,2017,6,175000
34534,3,1,1359,4800,2017-06-01,2017,6,156000
34535,3,2,1240,4800,2017-06-01,2017,6,175000
34536,4,1,1192,4800,2017-06-01,2017,6,125000
34537,2,1,1165,4800,2017-06-01,2017,6,154000
34538,3,1,1150,4800,2017-06-01,2017,6,117500
34539,3,2,985,4800,2017-06-01,2017,6,151000
34541,3,1,1459,4800,2017-06-01,2017,6,96000
34542,3,3,1544,4800,2017-06-01,2017,6,117000
34543,2,1,1180,4800,2017-06-01,2017,6,88000
34544,3,1,1703,4800,2017-06-01,2017,6,175000
34545,6,2,2514,4800,2017-06-01,2017,6,174000
34546,4,3,2202,4800,2017-06-01,2017,6,221000
34547,4,2,1727,4800,2017-06-01,2017,6,139500
34552,3,2,1584,4800,2017-06-01,2017,6,180000
34553,2,2,1328,4800,2017-06-01,2017,6,190000
34556,6,2,2090,4800,2017-07-01,2017,7,118000
34560,5,2,1777,4800,2017-07-01,2017,7,170700
34561,3,2,1616,4800,2017-07-01,2017,7,188500
34562,4,1,1588,4800,2017-07-01,2017,7,158000
34563,3,1,1262,4800,2017-07-01,2017,7,95000
34564,4,2,1217,4800,2017-07-01,2017,7,128000
34565,4,2,1128,4800,2017-07-01,2017,7,185000
34566,4,1,928,4800,2017-07-01,2017,7,81000
34567,3,2,1393,4800,2017-07-01,2017,7,193000
34568,5,3,2224,4800,2017-07-01,2017,7,130000
34569,5,2,2150,4800,2017-07-01,2017,7,167500
34570,5,3,1890,4800,2017-07-01,2017,7,102000
34572,4,2,2539,4800,2017-07-01,2017,7,92500
34573,4,2,1797,4800,2017-07-01,2017,7,66000
34574,5,2,1895,4800,2017-07-01,2017,7,183000
34575,3,2,1312,4800,2017-07-01,2017,7,132000
34576,4,2,1912,4800,2017-07-01,2017,7,159900
34577,3,2,1788,4800,2017-07-01,2017,7,90000
34579,2,1,1007,4800,2017-07-01,2017,7,135000
34580,2,2,1386,4800,2017-07-01,2017,7,129000
34581,4,2,2560,4800,2017-07-01,2017,7,165000
34582,3,1,985,4800,2017-07-01,2017,7,140000
34583,4,2,2317,4800,2017-07-01,2017,7,262000
34585,6,2,2288,4800,2017-08-01,2017,8,102000
34586,6,2,2148,4800,2017-08-01,2017,8,123500
34588,3,3,1946,4800,2017-08-01,2017,8,180000
34589,3,2,1530,4800,2017-08-01,2017,8,175600
34590,3,3,1418,4800,2017-08-01,2017,8,187500
34591,3,1,1383,4800,2017-08-01,2017,8,132500
34592,3,2,1332,4800,2017-08-01,2017,8,141500
34593,3,2,1047,4800,2017-08-01,2017,8,144900
34594,3,1,1005,4800,2017-08-01,2017,8,96462
34596,2,2,1231,4800,2017-08-01,2017,8,92000
34597,2,1,1007,4800,2017-08-01,2017,8,72500
34598,4,2,2526,4800,2017-08-01,2017,8,114900
34599,4,2,2016,4800,2017-08-01,2017,8,129000
34600,3,2,1214,4800,2017-08-01,2017,8,77000
34601,4,2,2268,4800,2017-08-01,2017,8,152000
34602,4,2,1773,4800,2017-08-01,2017,8,150000
34603,4,2,1896,4800,2017-08-01,2017,8,118900
34604,4,2,1957,4800,2017-08-01,2017,8,179900
34605,4,3,1824,4800,2017-08-01,2017,8,219900
34606,4,1,1687,4800,2017-08-01,2017,8,142900
34607,3,2,1618,4800,2017-08-01,2017,8,234900
34608,3,1,1510,4800,2017-08-01,2017,8,175000
34610,4,1,1274,4800,2017-08-01,2017,8,63500
34611,2,1,916,4800,2017-08-01,2017,8,145000
34612,3,2,1382,4800,2017-08-01,2017,8,133000
34613,2,1,1098,4800,2017-08-01,2017,8,108500
34614,5,3,2136,4800,2017-08-01,2017,8,169000
34615,3,2,1991,4800,2017-08-01,2017,8,137000
34617,2,1,1195,4800,2017-08-01,2017,8,174900
34622,4,2,3180,4800,2017-09-01,2017,9,280000
34623,6,2,2454,4800,2017-09-01,2017,9,235000
34624,3,2,1514,4800,2017-09-01,2017,9,210000
34627,4,2,1372,4800,2017-09-01,2017,9,186000
34628,4,1,1138,4800,2017-09-01,2017,9,111400
34629,4,1,1118,4800,2017-09-01,2017,9,137000
34630,6,2,2106,4800,2017-09-01,2017,9,145700
34635,5,2,1436,4800,2017-09-01,2017,9,150000
34636,2,1,1107,4800,2017-09-01,2017,9,145400
34637,6,2,2738,4800,2017-09-01,2017,9,168000
34638,6,2,2643,4800,2017-09-01,2017,9,164600
34639,3,2,1290,4800,2017-09-01,2017,9,132000
34640,4,2,1275,4800,2017-09-01,2017,9,209900
34642,4,3,1439,4800,2017-09-01,2017,9,115000
34643,5,3,2470,4800,2017-09-01,2017,9,205000
34648,3,2,1843,4800,2017-10-01,2017,10,57900
34650,4,2,2508,4800,2017-10-01,2017,10,288000
34651,4,2,2420,4800,2017-10-01,2017,10,255000
34652,6,2,2783,4800,2017-10-01,2017,10,305000
34654,3,1,1181,4800,2017-10-01,2017,10,117500
34655,3,1,1029,4800,2017-10-01,2017,10,136000
34659,3,2,1198,4800,2017-10-01,2017,10,64500
34661,4,2,2240,4800,2017-10-01,2017,10,60000
34662,3,2,1463,4800,2017-10-01,2017,10,124900
34663,6,2,2792,4800,2017-10-01,2017,10,191500
34664,5,2,2702,4800,2017-10-01,2017,10,179000
34665,4,2,2170,4800,2017-10-01,2017,10,89900
34667,4,1,1243,4800,2017-10-01,2017,10,135000
34669,4,1,1253,4800,2017-10-01,2017,10,117000
34670,2,2,1098,4800,2017-10-01,2017,10,171500
34671,3,1,918,4800,2017-10-01,2017,10,142500
34673,3,1,878,4800,2017-11-01,2017,11,82707
34676,4,2,1618,4800,2017-11-01,2017,11,169000
34677,4,2,1165,4800,2017-11-01,2017,11,128000
34680,3,1,1633,4800,2017-11-01,2017,11,178500
34681,3,2,2131,4800,2017-11-01,2017,11,151000
34682,4,2,1685,4800,2017-11-01,2017,11,120000
34683,3,1,1252,4800,2017-11-01,2017,11,175000
34684,3,1,1008,4800,2017-11-01,2017,11,140000
34686,3,1,1160,4800,2017-11-01,2017,11,135000
34687,3,2,1875,4800,2017-11-01,2017,11,268000
34690,5,1,1779,4800,2017-11-01,2017,11,55000
34693,3,1,1087,4800,2017-12-01,2017,12,68000
34694,3,1,1087,4800,2017-12-01,2017,12,80772
34695,6,2,2246,4800,2017-12-01,2017,12,96200
34697,3,2,1394,4800,2017-12-01,2017,12,153900
34698,2,1,1051,4800,2017-12-01,2017,12,135500
34699,3,2,906,4800,2017-12-01,2017,12,100000
34700,6,2,2227,4800,2017-12-01,2017,12,122000
34702,2,3,1377,4800,2017-12-01,2017,12,126000
34703,3,1,1238,4800,2017-12-01,2017,12,56000
34704,4,2,2270,4800,2017-12-01,2017,12,64900
34706,4,3,1623,4800,2017-12-01,2017,12,154000
34708,4,1,1133,4800,2018-01-01,2018,1,97600
34709,6,4,2828,4800,2018-01-01,2018,1,115000
34710,4,2,1872,4800,2018-01-01,2018,1,65000
34713,4,3,1250,4800,2018-01-01,2018,1,127000
34715,4,1,1732,4800,2018-01-01,2018,1,111200
34717,4,2,2412,4800,2018-01-01,2018,1,116000
34718,3,2,1074,4800,2018-01-01,2018,1,115800
34719,4,2,2134,4800,2018-01-01,2018,1,204800
34721,6,2,3786,4800,2018-02-01,2018,2,330000
34722,3,1,1096,4800,2018-02-01,2018,2,80000
34723,3,1,984,4800,2018-02-01,2018,2,119000
34724,5,2,2352,4800,2018-02-01,2018,2,196000
34726,4,2,2224,4800,2018-02-01,2018,2,158000
34727,3,1,1140,4800,2018-02-01,2018,2,145000
34728,3,2,1296,4800,2018-02-01,2018,2,148000
34729,3,2,1029,4800,2018-02-01,2018,2,130000
34732,3,2,1438,4800,2018-03-01,2018,3,108000
34733,3,2,1652,4800,2018-03-01,2018,3,146000
34735,6,2,2830,4800,2018-03-01,2018,3,290000
34739,3,3,1268,4800,2018-03-01,2018,3,144500
34740,3,1,1140,4800,2018-03-01,2018,3,86300
34741,4,2,1092,4800,2018-03-01,2018,3,127000
34742,3,2,1076,4800,2018-03-01,2018,3,150000
34743,3,1,1025,4800,2018-03-01,2018,3,153000
34744,3,2,1598,4800,2018-03-01,2018,3,148000
34746,4,2,2466,4800,2018-03-01,2018,3,121300
34747,4,3,1550,4800,2018-03-01,2018,3,141750
34748,4,2,1512,4800,2018-03-01,2018,3,73000
34749,3,2,1400,4800,2018-03-01,2018,3,137500
34750,5,2,2398,4800,2018-03-01,2018,3,227000
34751,4,3,1973,4800,2018-03-01,2018,3,200000
34752,4,2,1485,4800,2018-03-01,2018,3,126300
34754,3,1,1181,4800,2018-03-01,2018,3,100000
34755,5,2,2527,4800,2018-03-01,2018,3,130000
34762,4,2,1271,4800,2018-04-01,2018,4,75000
34764,2,1,1671,4800,2018-04-01,2018,4,142000
34765,3,1,1298,4800,2018-04-01,2018,4,161900
34766,3,1,1177,4800,2018-04-01,2018,4,163500
34767,3,1,1084,4800,2018-04-01,2018,4,79900
34768,2,1,846,4800,2018-04-01,2018,4,130000
34770,2,2,1028,4800,2018-04-01,2018,4,62000
34771,5,2,1501,4800,2018-04-01,2018,4,63500
34773,4,2,1496,4800,2018-04-01,2018,4,208000
34774,5,2,2630,4800,2018-04-01,2018,4,271500
34776,5,3,2990,4800,2018-04-01,2018,4,155000
34777,3,3,1338,4800,2018-04-01,2018,4,209900
34778,3,2,1263,4800,2018-04-01,2018,4,170000
34779,3,2,1180,4800,2018-04-01,2018,4,189900
34780,4,2,1650,4800,2018-04-01,2018,4,140000
34786,4,2,2083,4800,2018-05-01,2018,5,137000
34787,3,1,1177,4800,2018-05-01,2018,5,65000
34789,5,2,1914,4800,2018-05-01,2018,5,93500
34792,6,2,2712,4800,2018-05-01,2018,5,315000
34793,4,2,1719,4800,2018-05-01,2018,5,190000
34794,5,2,1683,4800,2018-05-01,2018,5,258000
34796,4,2,1434,4800,2018-05-01,2018,5,190000
34797,2,1,1330,4800,2018-05-01,2018,5,102000
34798,3,1,1273,4800,2018-05-01,2018,5,164000
34799,3,3,1158,4800,2018-05-01,2018,5,174900
34800,3,1,991,4800,2018-05-01,2018,5,93000
34801,3,2,1472,4800,2018-05-01,2018,5,210000
34802,3,2,1419,4800,2018-05-01,2018,5,116500
34804,6,3,2478,4800,2018-05-01,2018,5,167000
34805,6,3,2227,4800,2018-05-01,2018,5,159000
34806,6,2,2142,4800,2018-05-01,2018,5,160000
34810,2,1,767,4800,2018-05-01,2018,5,93000
34813,4,2,1671,4800,2018-05-01,2018,5,175000
34814,4,2,2422,4800,2018-05-01,2018,5,230000
34815,4,2,2352,4800,2018-05-01,2018,5,199900
34816,4,2,1929,4800,2018-05-01,2018,5,135000
34817,4,2,1635,4800,2018-05-01,2018,5,220000
34820,3,2,1466,4800,2018-05-01,2018,5,170000
34821,3,2,1266,4800,2018-05-01,2018,5,151000
34822,3,2,1786,4800,2018-05-01,2018,5,150500
34823,3,2,1102,4800,2018-05-01,2018,5,155000
34825,3,1,1417,4800,2018-05-01,2018,5,148000
34826,4,2,1811,4800,2018-05-01,2018,5,194000
34829,4,2,2108,4800,2018-06-01,2018,6,103000
34833,4,2,2414,4800,2018-06-01,2018,6,352800
34834,4,3,2134,4800,2018-06-01,2018,6,336000
34836,6,3,3349,4800,2018-06-01,2018,6,296000
34837,4,2,1453,4800,2018-06-01,2018,6,205000
34839,4,2,1728,4800,2018-06-01,2018,6,125000
34840,2,1,832,4800,2018-06-01,2018,6,50000
34841,3,1,1294,4800,2018-06-01,2018,6,90000
34842,6,3,2677,4800,2018-06-01,2018,6,84000
34843,5,2,2104,4800,2018-06-01,2018,6,135000
34844,4,2,2860,4800,2018-06-01,2018,6,205000
34845,4,2,2493,4800,2018-06-01,2018,6,192500
34846,4,2,2112,4800,2018-06-01,2018,6,110000
34847,4,2,1890,4800,2018-06-01,2018,6,115000
34848,4,3,1772,4800,2018-06-01,2018,6,219000
34849,4,2,1599,4800,2018-06-01,2018,6,130000
34851,4,1,1645,4800,2018-06-01,2018,6,162500
34852,2,1,1086,4800,2018-06-01,2018,6,139000
34854,4,2,1378,4800,2018-06-01,2018,6,227000
34855,3,1,1056,4800,2018-06-01,2018,6,166700
34857,4,2,1573,4800,2018-07-01,2018,7,90000
34859,3,2,1301,4800,2018-07-01,2018,7,121500
34863,4,2,1381,4800,2018-07-01,2018,7,130000
34864,4,2,1126,4800,2018-07-01,2018,7,148000
34865,2,1,755,4800,2018-07-01,2018,7,112000
34866,5,2,2234,4800,2018-07-01,2018,7,75000
34867,3,2,1788,4800,2018-07-01,2018,7,140000
34868,4,2,2102,4800,2018-07-01,2018,7,91900
34869,3,2,1973,4800,2018-07-01,2018,7,102900
34870,4,2,1916,4800,2018-07-01,2018,7,98000
34871,3,1,1429,4800,2018-07-01,2018,7,145000
34872,2,2,1274,4800,2018-07-01,2018,7,99500
34873,4,2,2213,4800,2018-07-01,2018,7,83000
34874,4,2,2210,4800,2018-07-01,2018,7,98000
34875,4,2,2200,4800,2018-07-01,2018,7,210560
34876,4,2,1680,4800,2018-07-01,2018,7,154500
34881,4,2,1710,4800,2018-07-01,2018,7,170000
34883,3,1,1008,4800,2018-07-01,2018,7,146500
34884,3,3,1604,4800,2018-07-01,2018,7,174500
34887,4,2,1570,4800,2018-08-01,2018,8,115000
34889,3,2,1426,4800,2018-08-01,2018,8,97000
34890,2,1,1114,4800,2018-08-01,2018,8,53000
34891,7,3,3798,4800,2018-08-01,2018,8,350000
34892,6,2,2817,4800,2018-08-01,2018,8,309000
34893,4,2,1445,4800,2018-08-01,2018,8,247000
34895,4,2,1681,4800,2018-08-01,2018,8,169900
34896,3,1,1421,4800,2018-08-01,2018,8,122000
34897,3,1,1348,4800,2018-08-01,2018,8,150000
34898,4,2,1290,4800,2018-08-01,2018,8,152000
34899,3,1,1263,4800,2018-08-01,2018,8,170000
34900,2,1,833,4800,2018-08-01,2018,8,110000
34901,3,2,1395,4800,2018-08-01,2018,8,136000
34902,5,2,2145,4800,2018-08-01,2018,8,138000
34903,4,1,1117,4800,2018-08-01,2018,8,71000
34904,3,2,2027,4800,2018-08-01,2018,8,137900
34905,4,2,1752,4800,2018-08-01,2018,8,117000
34906,3,1,1362,4800,2018-08-01,2018,8,119000
34910,4,2,2997,4800,2018-08-01,2018,8,197500
34911,4,2,1916,4800,2018-08-01,2018,8,172000
34912,4,2,1888,4800,2018-08-01,2018,8,99900
34913,4,2,1816,4800,2018-08-01,2018,8,151150
34914,4,2,1151,4800,2018-08-01,2018,8,136000
34915,3,1,1080,4800,2018-08-01,2018,8,160000
34920,5,2,1700,4800,2018-08-01,2018,8,195000
34922,5,3,2487,4800,2018-08-01,2018,8,251000
34923,4,2,1932,4800,2018-08-01,2018,8,165000
34924,3,1,1551,4800,2018-08-01,2018,8,252500
34926,2,1,872,4800,2018-09-01,2018,9,54900
34928,4,2,1200,4800,2018-09-01,2018,9,75000
34929,3,1,940,4800,2018-09-01,2018,9,79999
34933,6,2,2980,4800,2018-09-01,2018,9,252500
34935,3,1,1275,4800,2018-09-01,2018,9,124750
34936,3,2,1168,4800,2018-09-01,2018,9,135000
34938,4,1,1134,4800,2018-09-01,2018,9,75000
34939,3,1,1265,4800,2018-09-01,2018,9,70500
34941,8,3,3470,4800,2018-09-01,2018,9,145000
34942,3,1,1092,4800,2018-09-01,2018,9,117000
34943,3,1,1005,4800,2018-09-01,2018,9,120000
34944,4,2,2387,4800,2018-09-01,2018,9,240000
34945,3,2,1784,4800,2018-09-01,2018,9,100000
34947,4,2,2013,4800,2018-09-01,2018,9,246000
34948,3,3,1528,4800,2018-09-01,2018,9,144000
34949,2,1,1186,4800,2018-09-01,2018,9,146000
34950,3,1,1177,4800,2018-09-01,2018,9,131900
34951,4,2,1642,4800,2018-09-01,2018,9,155000
34953,3,2,1261,4800,2018-09-01,2018,9,235000
34954,5,2,2177,4800,2018-09-01,2018,9,247000
34957,6,2,2081,4800,2018-10-01,2018,10,85000
34958,3,2,1451,4800,2018-10-01,2018,10,56000
34960,3,2,1714,4800,2018-10-01,2018,10,186500
34961,3,2,1323,4800,2018-10-01,2018,10,114900
34962,3,1,1199,4800,2018-10-01,2018,10,138000
34966,3,1,1459,4800,2018-10-01,2018,10,115000
34967,3,2,1258,4800,2018-10-01,2018,10,91000
34968,2,1,771,4800,2018-10-01,2018,10,114500
34970,4,2,2964,4800,2018-10-01,2018,10,235000
34971,3,2,2186,4800,2018-10-01,2018,10,140700
34972,4,2,2246,4800,2018-10-01,2018,10,155000
34973,4,2,1767,4800,2018-10-01,2018,10,225000
34974,4,2,1940,4800,2018-10-01,2018,10,188000
34975,3,1,1008,4800,2018-10-01,2018,10,146000
34976,2,1,712,4800,2018-10-01,2018,10,130000
34978,3,2,1302,4800,2018-10-01,2018,10,164800
34979,4,2,1536,4800,2018-10-01,2018,10,284900
34980,4,2,2512,4800,2018-10-01,2018,10,277500
34984,3,1,1026,4800,2018-11-01,2018,11,75000
34985,3,2,1446,4800,2018-11-01,2018,11,210000
34986,5,3,2321,4800,2018-11-01,2018,11,285000
34987,3,1,980,4800,2018-11-01,2018,11,129000
34988,4,2,1697,4800,2018-11-01,2018,11,130000
34992,3,2,1499,4800,2018-11-01,2018,11,97000
34994,4,2,1812,4800,2018-11-01,2018,11,59000
34996,6,1,1968,4800,2018-11-01,2018,11,150000
34997,4,2,2264,4800,2018-11-01,2018,11,117000
34998,3,3,1955,4800,2018-11-01,2018,11,176000
34999,6,3,2242,4800,2018-11-01,2018,11,190000
35000,4,2,2695,4800,2018-11-01,2018,11,259000
35001,5,2,2172,4800,2018-11-01,2018,11,300000
35003,4,3,2000,4800,2018-12-01,2018,12,69900
35004,3,1,1378,4800,2018-12-01,2018,12,114100
35007,3,2,1716,4800,2018-12-01,2018,12,165000
35008,3,2,1321,4800,2018-12-01,2018,12,180000
35009,3,1,1102,4800,2018-12-01,2018,12,80000
35010,3,2,1103,4800,2018-12-01,2018,12,103000
35011,3,2,1398,4800,2018-12-01,2018,12,180000
35012,2,1,990,4800,2018-12-01,2018,12,99400
35013,4,2,1822,4800,2018-12-01,2018,12,149900
35014,4,1,1513,4800,2018-12-01,2018,12,199000
35017,2,2,1175,4800,2018-12-01,2018,12,146900
35018,4,1,1173,4800,2018-12-01,2018,12,162000
35020,3,1,1270,4799,2021-03-31,2021,3,235000
35021,3,4,2174,4799,2018-05-01,2018,5,291500
35022,4,2,1398,4797,2023-08-22,2023,8,140000
35023,4,1,1228,4797,2023-12-06,2023,12,190500
35024,3,2,1034,4797,2023-04-12,2023,4,275000
35025,4,3,1775,4797,2022-09-26,2022,9,230000
35026,3,2,1154,4797,2022-03-16,2022,3,265000
35028,3,1,1184,4797,2022-06-21,2022,6,106000
35029,4,2,1360,4797,2022-04-08,2022,4,72000
35030,3,1,1317,4797,2022-01-10,2022,1,222000
35031,3,1,1213,4797,2022-05-10,2022,5,260000
35032,4,2,2210,4797,2021-01-04,2021,1,84500
35033,3,1,1045,4797,2021-08-31,2021,8,103000
35034,3,3,1858,4797,2021-07-29,2021,7,297000
35037,4,2,1765,4797,2020-12-28,2020,12,109000
35038,3,1,1310,4797,2020-03-13,2020,3,154500
35039,3,1,1113,4797,2020-08-21,2020,8,170250
35045,3,1,1243,4797,2013-02-01,2013,2,122900
35046,3,1,1113,4797,2013-10-01,2013,10,124500
35047,4,1,1484,4797,2015-05-01,2015,5,75500
35048,3,2,1376,4797,2015-08-01,2015,8,151900
35050,3,3,1858,4797,2016-05-01,2016,5,193500
35051,3,1,1347,4797,2016-06-01,2016,6,85000
35052,3,2,1176,4797,2016-07-01,2016,7,135000
35053,3,2,1618,4797,2016-09-01,2016,9,77500
35054,4,2,2220,4797,2016-09-01,2016,9,87000
35055,3,2,1034,4797,2017-04-01,2017,4,186001
35058,4,3,1947,4797,2017-11-01,2017,11,173300
35060,3,1,1048,4797,2018-04-01,2018,4,156000
35061,3,2,1230,4797,2018-07-01,2018,7,171000
35063,4,1,1228,4797,2018-09-01,2018,9,126000
35064,3,1,1262,4797,2018-09-01,2018,9,157000
35065,4,2,2430,4797,2018-10-01,2018,10,110000
35066,6,2,2860,4796,2023-07-06,2023,7,234500
35067,4,2,1872,4796,2021-09-07,2021,9,250000
35068,6,2,2860,4796,2013-10-01,2013,10,160000
35069,4,3,1929,4795,2023-02-27,2023,2,141000
35070,2,1,1088,4795,2023-02-16,2023,2,254000
35072,2,1,1088,4795,2020-10-13,2020,10,240000
35073,3,2,1181,4795,2020-10-09,2020,10,194000
35075,3,2,1181,4795,2015-06-01,2015,6,100000
35078,3,1,1361,4788,2022-05-06,2022,5,128500
35079,4,1,1015,4788,2021-09-07,2021,9,70000
35080,4,2,1982,4788,2021-03-12,2021,3,53000
35081,4,3,2719,4788,2021-11-09,2021,11,224000
35082,4,2,2850,4788,2021-05-28,2021,5,185000
35083,8,2,2540,4788,2021-04-30,2021,4,65000
35084,3,1,970,4788,2020-09-24,2020,9,170000
35087,4,2,2219,4788,2018-07-01,2018,7,107000
35089,3,2,1578,4784,2021-08-23,2021,8,178000
35090,4,4,2009,4784,2021-01-05,2021,1,262900
35092,4,2,1621,4784,2020-12-11,2020,12,259900
35096,3,1,1172,4780,2020-01-09,2020,1,142500
35097,3,2,1807,4778,2014-06-01,2014,6,74900
35098,2,1,1255,4773,2023-02-08,2023,2,164000
35099,3,1,903,4773,2022-05-04,2022,5,130000
35100,3,1,1272,4773,2022-04-25,2022,4,196000
35101,4,2,2896,4773,2022-12-20,2022,12,256000
35102,3,2,1177,4773,2021-06-03,2021,6,170000
35103,4,2,1892,4773,2021-02-23,2021,2,160000
35105,3,2,1107,4773,2020-11-02,2020,11,195000
35106,3,2,938,4773,2020-04-15,2020,4,160000
35107,4,4,3536,4773,2020-11-25,2020,11,259900
35108,2,1,867,4773,2020-08-17,2020,8,103000
35109,3,2,1499,4773,2020-06-19,2020,6,113000
35110,2,2,1192,4773,2020-06-01,2020,6,242000
35111,3,2,1512,4773,2020-06-15,2020,6,251000
35115,3,3,1659,4773,2013-08-01,2013,8,190000
35116,3,2,1709,4773,2014-05-01,2014,5,103800
35117,3,2,1368,4773,2015-01-01,2015,1,89000
35118,4,1,1294,4773,2015-07-01,2015,7,105000
35119,4,2,2257,4773,2016-07-01,2016,7,82000
35120,6,2,2698,4773,2016-10-01,2016,10,249450
35121,3,2,1512,4773,2016-10-01,2016,10,177500
35122,3,2,1342,4773,2017-12-01,2017,12,109900
35123,2,2,1192,4773,2018-05-01,2018,5,200000
35126,4,2,2276,4770,2020-08-07,2020,8,140000
35128,4,2,2276,4770,2016-08-01,2016,8,74500
35129,2,2,1320,4770,2016-08-01,2016,8,203000
