,Style,Extwall,FinishedSqft,Lotsize,Bdrms,Baths_total,Sale_year,Sale_month,Sale_price
24142,Ranch,Stone,1342,11100,3,2,2020,1,131600
24143,Cape Cod,Brick,1342,10320,4,1,2021,11,190000
24144,Duplex O/S,Asphalt/Other,1342,10290,2,3,2023,1,150000
24145,Ranch,Aluminum/Vinyl,1342,9500,3,2,2022,11,305000
24146,Cape Cod,Aluminum / Vinyl,1342,8631,3,1,2018,6,155000
24147,Ranch,Aluminum/Vinyl,1342,8100,3,2,2023,6,275000
24149,Cape Cod,Brick,1342,6890,3,2,2020,11,175000
24150,Ranch,Brick,1342,6840,3,2,2022,6,260000
24151,Cape Cod,Brick,1342,6240,3,2,2022,4,188000
24153,Cape Cod,Brick,1342,5888,3,2,2023,10,268000
24154,Cape Cod,Brick,1342,5888,3,2,2020,7,220000
24155,Cape Cod,Brick,1342,5888,3,2,2016,6,155000
24157,Cape Cod,Brick,1342,5160,3,2,2017,2,143000
24158,Ranch,Brick,1342,5000,3,2,2018,10,99900
24159,Cape Cod,Aluminum/Vinyl,1342,4800,4,2,2020,9,177500
24160,Cape Cod,Aluminum/Vinyl,1342,4800,4,2,2019,6,120900
24162,Cape Cod,Aluminum / Vinyl,1342,4800,4,2,2015,11,96500
24163,Colonial,Aluminum / Vinyl,1342,4773,3,2,2017,12,109900
24165,Milwaukee Bungalow,Aluminum / Vinyl,1342,4005,3,1,2018,10,168000
24166,Milwaukee Bungalow,Aluminum/Vinyl,1342,3840,3,1,2023,4,210000
24167,Res O/S A & 1/2,Aluminum/Vinyl,1342,3300,3,2,2020,10,94999
24168,Residence O/S 2sty+,Aluminum/Vinyl,1342,3270,3,2,2020,9,467500
24169,Residence O/S,Aluminum / Vinyl,1342,3270,3,2,2013,7,285000
24170,Ranch,Aluminum/Vinyl,1343,15237,3,2,2020,2,166000
24171,Ranch,Aluminum/Vinyl,1343,11960,3,2,2021,2,181000
24172,Ranch,Aluminum / Vinyl,1343,11960,3,2,2018,3,125000
24173,Ranch,Brick,1343,9360,2,1,2022,10,238000
24174,Ranch,Brick,1343,9360,2,1,2017,5,164000
24175,Ranch,Aluminum/Vinyl,1343,9000,3,3,2021,4,245000
24176,Res O/S A & 1/2,Block,1343,8100,3,3,2021,11,219900
24177,Ranch,Brick,1343,7200,3,2,2015,10,97500
24178,Cape Cod,Brick,1343,6750,3,1,2013,9,107000
24179,Colonial,Aluminum/Vinyl,1343,6336,3,2,2021,6,200000
24180,Cape Cod,Aluminum / Vinyl,1343,6150,4,1,2015,4,119000
24181,Cape Cod,Aluminum / Vinyl,1343,5828,3,2,2015,5,149000
24182,Cape Cod,Stone,1343,5520,3,2,2017,7,94000
24183,Colonial,Aluminum/Vinyl,1343,5250,2,2,2022,4,121400
24184,Cape Cod,Aluminum/Vinyl,1343,5160,4,1,2021,6,275900
24185,Cape Cod,Aluminum / Vinyl,1343,5160,4,1,2013,4,141000
24186,Cape Cod,Aluminum / Vinyl,1343,5160,4,1,2017,6,165000
24188,Cape Cod,Brick,1343,5040,3,3,2019,7,153000
24191,Milwaukee Bungalow,Aluminum / Vinyl,1343,4880,3,1,2014,6,107000
24192,Res O/S A & 1/2,Aluminum/Vinyl,1343,4800,3,2,2023,11,215000
24193,Residence O/S,Aluminum/Vinyl,1343,4800,3,2,2019,10,162250
24194,Residence O/S,Aluminum / Vinyl,1343,4800,3,2,2014,5,131500
24196,Residence O/S,Aluminum / Vinyl,1343,3840,2,3,2014,8,141500
24197,Residence O/S,Aluminum / Vinyl,1343,3840,2,3,2018,8,239000
24199,Residence O/S,Frame,1343,1800,3,1,2014,5,107500
24200,Residence O/S,Frame,1343,1800,3,2,2018,3,133000
24201,Ranch,Aluminum/Vinyl,1344,11025,3,2,2020,4,210500
24202,Ranch,Aluminum / Vinyl,1344,11025,3,2,2016,3,155000
24203,Ranch,Aluminum/Vinyl,1344,9750,3,2,2022,6,320000
24204,Ranch,Brick,1344,9315,2,2,2020,10,199900
24205,Cape Cod,Aluminum / Vinyl,1344,9120,3,1,2018,1,105000
24206,Dplx Bungalow,Aluminum / Vinyl,1344,8235,3,2,2018,5,139000
24207,Ranch,Aluminum / Vinyl,1344,8046,3,2,2013,9,128500
24208,Cape Cod,Aluminum/Vinyl,1344,8001,3,1,2022,11,100000
24209,Cape Cod,Aluminum/Vinyl,1344,7920,3,1,2020,9,186000
24210,Ranch,Brick,1344,7680,3,2,2018,10,129500
24211,Milwaukee Bungalow,Aluminum/Vinyl,1344,7610,4,2,2021,1,162000
24212,Milwaukee Bungalow,Aluminum / Vinyl,1344,7610,4,2,2017,7,132500
24213,Cape Cod,Aluminum/Vinyl,1344,7380,4,1,2023,7,125000
24214,Cape Cod,Brick,1344,7200,3,2,2015,1,146000
24216,Colonial,Aluminum/Vinyl,1344,7080,3,2,2022,7,240000
24218,Colonial,Aluminum/Vinyl,1344,6560,3,2,2021,9,330600
24219,Colonial,Aluminum/Vinyl,1344,6240,3,2,2019,5,149000
24220,Colonial,Aluminum / Vinyl,1344,6000,3,1,2018,3,111250
24221,Colonial,Aluminum / Vinyl,1344,6000,3,2,2018,12,230000
24222,Cape Cod,Brick,1344,5828,4,1,2022,8,150000
24223,Colonial,Aluminum / Vinyl,1344,5712,3,2,2014,8,154000
24224,Cape Cod,Aluminum/Vinyl,1344,5400,3,2,2020,9,245000
24227,Cape Cod,Brick,1344,5360,2,1,2023,2,154900
24228,Cape Cod,Brick,1344,5160,2,2,2023,3,220000
24229,Cape Cod,Aluminum/Vinyl,1344,5160,3,1,2021,3,187400
24231,Cape Cod,Brick,1344,5040,3,3,2022,3,218000
24232,Cape Cod,Aluminum/Vinyl,1344,5000,4,1,2022,11,210000
24233,Cape Cod,Aluminum / Vinyl,1344,5000,4,1,2015,4,150000
24234,Colonial,Aluminum / Vinyl,1344,4875,4,2,2017,9,157000
24235,Milwaukee Bungalow,Aluminum/Vinyl,1344,4800,3,1,2020,9,80000
24238,Cape Cod,Aluminum / Vinyl,1344,4687,3,2,2015,5,105000
24239,Cape Cod,Brick,1344,4687,3,2,2018,9,147400
24240,Cape Cod,Brick,1344,4680,3,1,2015,7,110000
24242,Ranch,Aluminum/Vinyl,1344,4499,3,2,2021,9,189900
24245,Residence O/S,Aluminum / Vinyl,1344,4218,3,1,2015,4,133000
24248,Res O/S A & 1/2,Aluminum/Vinyl,1344,3600,4,3,2021,8,190000
24249,Res O/S A & 1/2,Aluminum/Vinyl,1344,3600,3,2,2021,5,325000
24251,Residence O/S,Asphalt/Other,1344,3180,3,3,2019,5,277000
24252,Residence O/S,Aluminum / Vinyl,1344,2429,4,1,2017,8,192225
24253,Duplex-Cottage,Aluminum / Vinyl,1344,2289,2,2,2015,9,155250
24254,Ranch,Brick,1345,11550,3,3,2013,9,140000
24255,Ranch,Prem Wood,1345,9310,3,2,2022,10,210000
24256,Ranch,Aluminum/Vinyl,1345,8400,3,2,2019,8,182500
24257,Cape Cod,Stone,1345,8250,2,2,2016,6,150000
24258,Cape Cod,Aluminum/Vinyl,1345,8100,3,2,2023,4,131500
24259,Colonial,Aluminum / Vinyl,1345,7750,4,2,2013,6,170000
24260,Ranch,Brick,1345,7700,3,2,2019,7,215000
24261,Ranch,Aluminum/Vinyl,1345,6840,3,3,2021,6,295000
24263,Milwaukee Bungalow,Aluminum/Vinyl,1345,5538,3,2,2020,9,290000
24264,Milwaukee Bungalow,Aluminum / Vinyl,1345,5538,3,2,2017,2,212595
24265,Cape Cod,Block,1345,5360,4,2,2022,7,175000
24266,Cape Cod,Aluminum/Vinyl,1345,5160,3,2,2021,8,117000
24267,Milwaukee Bungalow,Brick,1345,5120,3,1,2020,6,235000
24268,Milwaukee Bungalow,Brick,1345,5120,3,2,2020,9,359000
24269,Milwaukee Bungalow,Brick,1345,5120,3,1,2014,9,182000
24271,Milwaukee Bungalow,Aluminum / Vinyl,1345,5040,4,1,2015,8,103900
24272,Milwaukee Bungalow,Aluminum / Vinyl,1345,5040,4,1,2017,11,125500
24273,Ranch,Brick,1345,4800,4,2,2020,8,189000
24274,Cape Cod,Brick,1345,4800,3,1,2013,9,105000
24275,Residence O/S,Aluminum / Vinyl,1345,4800,3,2,2016,7,295000
24276,Ranch,Brick,1345,4800,4,2,2018,10,118500
24279,Duplex O/S,Aluminum/Vinyl,1345,3750,3,2,2022,3,130500
24280,Res O/S A & 1/2,Aluminum/Vinyl,1345,3750,4,1,2021,8,155000
24282,Residence O/S,Aluminum / Vinyl,1345,3750,3,2,2015,12,180000
24283,Duplex O/S,Aluminum / Vinyl,1345,3660,3,2,2013,8,141000
24284,Residence O/S,Aluminum / Vinyl,1345,3660,3,2,2015,9,150000
24285,Residence O/S,Aluminum / Vinyl,1345,3660,3,2,2018,6,174900
24286,Res O/S A & 1/2,Aluminum/Vinyl,1345,3600,3,2,2022,6,203000
24287,Milwaukee Bungalow,Aluminum/Vinyl,1345,3600,3,2,2021,9,305000
24288,Cottage,Aluminum/Vinyl,1345,3578,4,2,2019,2,108000
24293,Cape Cod,Brick,1346,10800,4,3,2021,11,100000
24294,Ranch,Aluminum / Vinyl,1346,10125,3,2,2016,3,153000
24295,Ranch,Frame,1346,10000,3,3,2019,7,177500
24296,Cape Cod,Brick,1346,9765,3,1,2013,9,122000
24297,Cape Cod,Brick,1346,7744,4,2,2013,12,137500
24298,Split Level,Aluminum/Vinyl,1346,7736,4,2,2019,7,155000
24299,Ranch,Brick,1346,7500,4,2,2013,12,118500
24300,Cape Cod,Aluminum/Vinyl,1346,6480,4,1,2020,12,180200
24301,Cape Cod,Aluminum / Vinyl,1346,6480,4,1,2013,11,94000
24302,Cape Cod,Brick,1346,6006,3,2,2014,8,180000
24303,Cape Cod,Aluminum / Vinyl,1346,6000,3,2,2015,11,124000
24304,Cape Cod,Aluminum / Vinyl,1346,6000,3,2,2016,7,129000
24306,Milwaukee Bungalow,Aluminum/Vinyl,1346,5400,3,2,2023,1,239000
24307,Res O/S A & 1/2,Aluminum/Vinyl,1346,5250,3,2,2020,10,285000
24310,Tudor,Brick,1346,4920,2,2,2023,2,140000
24311,Tudor,Brick,1346,4920,2,2,2022,4,135000
24312,Ranch,Aluminum/Vinyl,1346,4920,3,3,2020,7,325000
24315,Ranch,Aluminum / Vinyl,1346,4920,3,3,2018,1,250000
24316,Cape Cod,Aluminum / Vinyl,1346,4900,3,2,2017,12,119900
24317,Dplx Bungalow,Aluminum/Vinyl,1346,4800,3,2,2022,7,155000
24318,Milwaukee Bungalow,Wood,1346,4800,3,2,2022,2,145000
24319,Tudor,Stone,1346,4800,2,2,2022,11,188000
24322,Colonial,Frame,1346,4800,4,2,2013,10,152000
24323,Cape Cod,Aluminum / Vinyl,1346,4800,3,2,2015,10,107000
24325,Cape Cod,Brick,1346,4320,4,2,2023,1,196000
24326,Cape Cod,Aluminum / Vinyl,1346,4305,4,2,2013,12,173000
24327,Cape Cod,Aluminum / Vinyl,1346,4305,4,2,2018,9,271000
24329,Res O/S A & 1/2,Aluminum/Vinyl,1346,3750,4,1,2021,2,244000
24330,Cottage,Aluminum/Vinyl,1346,3750,2,2,2020,3,118500
24331,Duplex-Cottage,Asphalt/Other,1346,3720,4,2,2020,8,103000
24332,Milwaukee Bungalow,Aluminum/Vinyl,1346,3600,3,1,2023,3,90000
24333,Duplex-Cottage,Aluminum/Vinyl,1346,3600,4,3,2022,4,175000
24334,Duplex-Cottage,Aluminum/Vinyl,1346,3600,2,2,2019,3,103000
24336,Res O/S A & 1/2,Aluminum/Vinyl,1347,36590,3,1,2021,1,163000
24337,Residence O/S,Aluminum / Vinyl,1347,21780,3,1,2015,6,117000
24338,Ranch,Aluminum / Vinyl,1347,9052,3,2,2018,11,165000
24340,Ranch,Brick,1347,7500,3,2,2022,5,245000
24341,Cape Cod,Aluminum / Vinyl,1347,6400,4,2,2015,6,137000
24342,Cape Cod,Brick,1347,6400,3,1,2018,3,114000
24343,Cape Cod,Brick,1347,6250,4,3,2013,11,131700
24344,Res O/S A & 1/2,Aluminum/Vinyl,1347,5400,3,2,2021,7,243000
24345,Ranch,Aluminum/Vinyl,1347,5280,3,2,2020,1,116900
24348,Milwaukee Bungalow,Aluminum / Vinyl,1347,4797,3,1,2016,6,85000
24349,Milwaukee Bungalow,Wood,1347,4640,3,1,2022,10,188000
24351,Res O/S A & 1/2,Aluminum/Vinyl,1347,4200,3,2,2022,7,219000
24352,Residence O/S,Frame,1347,4200,3,2,2018,5,138000
24353,Milwaukee Bungalow,Brick,1347,4200,3,2,2018,10,98000
24354,Duplex O/S,Aluminum/Vinyl,1347,3600,3,2,2023,12,275000
24355,Residence O/S,Aluminum/Vinyl,1347,3600,3,2,2019,3,205000
24359,Cape Cod,Aluminum/Vinyl,1348,15512,3,2,2020,1,190000
24360,Colonial,Aluminum / Vinyl,1348,8938,3,2,2016,11,112000
24362,Ranch,Aluminum/Vinyl,1348,8280,3,2,2020,5,215000
24363,Cape Cod,Aluminum/Vinyl,1348,7800,3,2,2020,8,110000
24364,Ranch,Aluminum/Vinyl,1348,7200,3,2,2023,11,135000
24365,Ranch,Aluminum / Vinyl,1348,6760,4,2,2017,6,178000
24366,Ranch,Stone,1348,6755,2,2,2021,7,230000
24367,Ranch,Brick,1348,6450,3,2,2018,12,189000
24368,Ranch,Brick,1348,6216,3,1,2013,8,132500
24369,Cape Cod,Aluminum/Vinyl,1348,6110,4,1,2020,8,90000
24370,Ranch,Aluminum/Vinyl,1348,6000,3,2,2020,2,125000
24371,Cape Cod,Brick,1348,5805,3,1,2020,10,168000
24372,Res O/S A & 1/2,Stucco,1348,5520,2,2,2022,4,215000
24373,Cape Cod,Stucco,1348,5375,3,2,2019,10,169900
24374,Res O/S A & 1/2,Aluminum/Vinyl,1348,5280,4,1,2020,10,81600
24375,Cape Cod,Aluminum/Vinyl,1348,5280,2,1,2020,9,110000
24376,Cape Cod,Brick,1348,5220,3,2,2014,6,114000
24377,Cape Cod,Brick,1348,5220,3,2,2017,6,132000
24378,Cape Cod,Aluminum / Vinyl,1348,5170,4,2,2016,6,152000
24379,Cape Cod,Aluminum/Vinyl,1348,5000,4,1,2021,7,190000
24380,Cape Cod,Stone,1348,4998,3,1,2023,10,91600
24382,Cape Cod,Aluminum / Vinyl,1348,4920,3,2,2017,10,119000
24383,Cape Cod,Aluminum / Vinyl,1348,4914,3,2,2017,6,156900
24384,Cape Cod,Brick,1348,4800,3,1,2022,7,220000
24385,Cape Cod,Brick,1348,4800,3,1,2018,8,150000
24386,Cape Cod,Brick,1348,4730,3,1,2022,7,300000
24387,Cape Cod,Brick,1348,4730,3,1,2016,4,147000
24389,Res O/S A & 1/2,Aluminum/Vinyl,1348,3750,3,2,2023,10,113000
24394,Milwaukee Bungalow,Frame,1348,2975,4,1,2017,2,110000
24395,Colonial,Brick,1349,9585,3,2,2019,5,178000
24396,Cape Cod,Aluminum / Vinyl,1349,9000,4,2,2014,6,140000
24397,Ranch,Brick,1349,7345,3,2,2021,2,207500
24398,Ranch,Aluminum/Vinyl,1349,5160,3,2,2020,7,175000
24400,Cape Cod,Brick,1349,4880,4,2,2017,7,148000
24403,Cottage,Frame,1349,3680,3,1,2013,3,103500
24404,Milwaukee Bungalow,Aluminum/Vinyl,1349,3600,4,1,2022,4,135000
24406,Milwaukee Bungalow,Wood,1349,2520,4,2,2020,2,185000
24407,Ranch,Aluminum / Vinyl,1350,13104,3,2,2015,6,153500
24408,Ranch,Brick,1350,9000,3,2,2022,7,291000
24409,Ranch,Aluminum/Vinyl,1350,8480,3,3,2023,2,220700
24410,Ranch,Brick,1350,7872,3,1,2023,1,240000
24412,Ranch,Aluminum/Vinyl,1350,7860,4,3,2020,10,271000
24414,Residence O/S,Frame,1350,7200,2,2,2018,3,155000
24415,Cape Cod,Aluminum / Vinyl,1350,7200,4,3,2018,4,152000
24416,Cape Cod,Stone,1350,6720,3,2,2016,8,107000
24417,Ranch,Brick,1350,6700,4,2,2023,10,286000
24418,Ranch,Brick,1350,6700,4,2,2018,9,190000
24419,Cape Cod,Brick,1350,6630,3,1,2020,10,142000
24420,Residence O/S,Aluminum / Vinyl,1350,5760,4,1,2016,10,170000
24421,Milwaukee Bungalow,Brick,1350,5625,2,1,2020,1,122000
24422,Ranch,Brick,1350,5500,3,2,2021,2,143000
24423,Cape Cod,Brick,1350,5453,3,3,2021,2,298000
24424,Cape Cod,Brick,1350,5453,3,3,2017,2,199900
24425,Cape Cod,Brick,1350,5412,4,2,2023,12,174000
24426,Cape Cod,Aluminum/Vinyl,1350,5400,2,2,2022,7,236900
24427,Res O/S A & 1/2,Aluminum/Vinyl,1350,5400,3,1,2022,9,160000
24428,Cape Cod,Aluminum/Vinyl,1350,5400,2,2,2020,7,177500
24430,Cape Cod,Frame,1350,5250,5,2,2017,1,91500
24431,Cape Cod,Frame,1350,5184,3,1,2016,9,162000
24432,Cape Cod,Aluminum/Vinyl,1350,5000,4,2,2021,4,180000
24433,Colonial,Aluminum/Vinyl,1350,5000,3,2,2019,4,175000
24434,Cape Cod,Aluminum / Vinyl,1350,5000,4,2,2016,6,136500
24435,Ranch,Brick,1350,4880,3,2,2014,5,165900
24436,Cape Cod,Brick,1350,4800,3,1,2023,8,134900
24437,Ranch,Asphalt/Other,1350,4800,3,2,2020,7,155000
24438,Split Level,Aluminum/Vinyl,1350,4800,3,2,2019,6,239800
24439,Cape Cod,Brick,1350,4800,3,1,2014,9,95400
24440,Split Level,Aluminum / Vinyl,1350,4800,3,3,2015,5,175000
24441,Milwaukee Bungalow,Aluminum / Vinyl,1350,4800,3,1,2017,3,99900
24442,Ranch,Brick,1350,4715,3,2,2020,12,232000
24443,Residence O/S,Aluminum / Vinyl,1350,4200,4,2,2018,5,108000
24444,Res O/S A & 1/2,Aluminum/Vinyl,1350,3750,3,3,2020,12,130000
24445,Residence O/S 2sty+,Aluminum/Vinyl,1350,2960,4,2,2021,3,350000
24447,Ranch,Aluminum / Vinyl,1351,11025,3,2,2016,7,170000
24448,Ranch,Aluminum/Vinyl,1351,8400,3,2,2022,5,277000
24449,Ranch,Aluminum/Vinyl,1351,8400,3,2,2019,4,210000
24450,Ranch,Brick,1351,8357,3,2,2016,12,148000
24452,Cape Cod,Brick,1351,6272,4,1,2022,4,150000
24454,Cape Cod,Aluminum/Vinyl,1351,6000,4,2,2023,4,301300
24455,Cape Cod,Aluminum / Vinyl,1351,6000,4,2,2017,5,200000
24456,Cape Cod,Aluminum/Vinyl,1351,5888,3,1,2020,8,177100
24457,Cape Cod,Aluminum/Vinyl,1351,5439,4,1,2020,12,164000
24459,Cape Cod,Aluminum / Vinyl,1351,4800,2,2,2013,7,146000
24460,Res O/S A & 1/2,Aluminum/Vinyl,1351,3600,4,2,2020,2,97000
24461,Residence O/S,Aluminum / Vinyl,1352,18480,3,2,2013,7,210000
24462,Ranch,Aluminum/Vinyl,1352,8100,3,2,2023,8,299900
24463,Ranch,Aluminum / Vinyl,1352,7688,3,3,2017,4,183000
24464,Ranch,Aluminum/Vinyl,1352,7492,3,2,2022,12,200000
24465,Ranch,Brick,1352,6800,2,2,2020,9,195000
24466,Res O/S A & 1/2,Aluminum/Vinyl,1352,6600,4,2,2020,12,163000
24468,Colonial,Aluminum / Vinyl,1352,6435,3,2,2017,5,236500
24469,Cape Cod,Aluminum/Vinyl,1352,6160,5,2,2020,6,85000
24471,Cape Cod,Aluminum / Vinyl,1352,6160,4,2,2017,7,88000
24472,Ranch,Aluminum/Vinyl,1352,6000,5,2,2023,2,174000
24473,Ranch,Wood,1352,6000,3,1,2020,9,130000
24474,Cape Cod,Stucco,1352,6000,3,1,2014,8,108000
24475,Ranch,Aluminum / Vinyl,1352,5980,3,2,2014,7,137000
24476,Res O/S A & 1/2,Brick,1352,5400,3,1,2022,11,162900
24478,Ranch,Brick,1352,5400,3,2,2017,5,100000
24479,Ranch,Brick,1352,5330,3,2,2022,8,150000
24483,Ranch,Brick,1352,5292,2,3,2022,6,251000
24485,Cape Cod,Aluminum / Vinyl,1352,5250,2,1,2018,12,160000
24487,Cape Cod,Aluminum/Vinyl,1352,5000,4,2,2021,6,213500
24489,Colonial,Aluminum/Vinyl,1352,4165,3,3,2020,1,245000
24490,Res O/S A & 1/2,Aluminum/Vinyl,1352,3900,3,2,2023,2,175000
24491,Residence O/S,Aluminum / Vinyl,1352,3900,3,2,2017,7,173000
24492,Residence O/S,Aluminum / Vinyl,1352,3900,3,2,2018,5,130000
24493,Duplex O/S,Aluminum / Vinyl,1352,3750,3,2,2017,12,107500
24494,Duplex O/S,Aluminum/Vinyl,1352,3600,4,2,2020,10,165000
24496,Res O/S 2sty +,Aluminum/Vinyl,1352,2205,4,1,2022,1,210000
24498,Residence O/S 2sty+,Aluminum/Vinyl,1352,2200,4,1,2020,3,155000
24499,Duplex O/S,Aluminum / Vinyl,1352,1290,4,2,2016,2,89000
24500,Ranch,Brick,1353,23600,3,2,2017,1,137000
24501,Colonial,Aluminum/Vinyl,1353,12876,3,2,2019,10,210900
24502,Colonial,Aluminum / Vinyl,1353,12876,3,2,2016,12,155000
24503,Residence O/S,Aluminum / Vinyl,1353,12652,3,2,2018,9,164500
24505,Tudor,Stone,1353,8064,3,2,2021,3,147000
24506,Ranch,Brick,1353,7800,3,1,2015,4,129900
24507,Ranch,Brick,1353,7800,3,1,2016,10,140000
24508,Ranch,Aluminum/Vinyl,1353,7080,4,2,2020,2,145000
24510,Ranch,Aluminum/Vinyl,1353,6500,3,2,2020,4,130000
24511,Ranch,Aluminum / Vinyl,1353,5991,3,1,2018,9,174000
24513,Res O/S 2sty +,Masonry/Frame,1353,5625,2,1,2022,12,189900
24515,Cape Cod,Aluminum / Vinyl,1353,5280,3,1,2013,5,120000
24516,Cape Cod,Aluminum/Vinyl,1353,5160,3,2,2021,7,231000
24517,Cape Cod,Aluminum / Vinyl,1353,5160,3,2,2013,10,159000
24518,Colonial,Aluminum / Vinyl,1353,4800,3,2,2016,6,170000
24521,Milwaukee Bungalow,Aluminum/Vinyl,1353,1600,3,1,2023,7,109000
24522,Ranch,Wood,1354,20052,4,1,2021,2,185500
24523,Ranch,Aluminum / Vinyl,1354,7800,3,2,2015,6,163000
24524,Colonial,Stucco,1354,7200,3,2,2020,4,200000
24525,Colonial,Stucco,1354,7200,3,2,2013,5,150000
24526,Colonial,Stucco,1354,7200,3,2,2018,7,172500
24527,Cape Cod,Brick,1354,6000,4,1,2022,7,220000
24528,Cape Cod,Brick,1354,5474,4,1,2015,9,134900
24529,Milwaukee Bungalow,Aluminum/Vinyl,1354,5166,3,2,2021,2,294000
24531,Residence O/S,Aluminum / Vinyl,1354,5160,2,1,2017,6,168000
24532,Residence O/S 2sty+,Aluminum/Vinyl,1354,4920,2,2,2021,6,175000
24533,Cape Cod,Aluminum / Vinyl,1354,4880,4,2,2015,6,164500
24534,Res O/S A & 1/2,Asphalt/Other,1354,4800,3,3,2021,4,88000
24536,Milwaukee Bungalow,Aluminum/Vinyl,1354,4440,4,3,2022,11,115000
24537,Res O/S A & 1/2,Aluminum/Vinyl,1354,4422,3,1,2022,8,260000
24538,Residence O/S,Aluminum / Vinyl,1354,4422,3,1,2018,7,174900
24539,Duplex O/S,Asphalt/Other,1354,4125,3,2,2020,10,164000
24540,Residence O/S,Frame,1354,3200,3,2,2017,3,260000
24541,Cottage,Asphalt/Other,1354,3030,4,1,2023,10,100000
24542,Ranch,Aluminum/Vinyl,1355,9360,3,2,2020,7,175000
24543,Ranch,Brick,1355,8990,3,2,2018,5,164900
24544,Ranch,Aluminum / Vinyl,1355,7480,3,1,2017,11,192000
24545,Res O/S A & 1/2,Aluminum/Vinyl,1355,6215,4,2,2020,11,150000
24547,Cape Cod,Brick,1355,5625,3,2,2023,11,263000
24548,Cape Cod,Brick,1355,5625,3,1,2014,10,103000
24549,Cape Cod,Brick,1355,5625,2,1,2018,6,157000
24550,Cape Cod,Aluminum/Vinyl,1355,5460,3,1,2021,3,117000
24551,Cape Cod,Brick,1355,5000,3,1,2022,8,220000
24552,Cape Cod,Brick,1355,4800,3,1,2023,2,190000
24556,Residence O/S,Aluminum / Vinyl,1355,3600,3,2,2015,5,195000
24557,Milwaukee Bungalow,Aluminum / Vinyl,1355,2680,4,1,2016,6,205000
24558,Ranch,Aluminum / Vinyl,1356,11440,4,3,2013,11,170440
24559,Ranch,Aluminum / Vinyl,1356,11205,3,2,2013,4,95000
24560,Ranch,Masonry/Frame,1356,9239,3,2,2021,7,210000
24561,Ranch,Aluminum / Vinyl,1356,8400,3,2,2015,8,155000
24562,Residence O/S,Aluminum / Vinyl,1356,7800,3,1,2018,8,221500
24563,Ranch,Brick,1356,7200,3,2,2016,8,127000
24564,Cape Cod,Aluminum / Vinyl,1356,6400,3,2,2016,7,153500
24565,Cape Cod,Aluminum / Vinyl,1356,6400,3,2,2018,9,170500
24566,Cape Cod,Stone,1356,6250,3,1,2015,3,143500
24567,Cape Cod,Brick,1356,5969,3,1,2020,8,250000
24568,Cape Cod,Brick,1356,5400,3,2,2021,1,189000
24570,Cape Cod,Aluminum/Vinyl,1356,5203,4,2,2020,12,173000
24571,Cape Cod,Aluminum / Vinyl,1356,5088,4,2,2014,5,159900
24572,Cape Cod,Aluminum/Vinyl,1356,4800,3,1,2022,5,135000
24573,Residence O/S 2sty+,Aluminum/Vinyl,1356,4800,4,2,2021,5,215000
24574,Residence O/S,Aluminum / Vinyl,1356,4800,4,2,2016,11,136000
24575,Res O/S A & 1/2,Aluminum/Vinyl,1356,4352,3,2,2021,9,183500
24576,Residence O/S,Aluminum / Vinyl,1356,3870,3,2,2016,6,186300
24578,Milwaukee Bungalow,Aluminum/Vinyl,1356,3840,3,1,2021,5,195500
24579,Res O/S A & 1/2,Asphalt/Other,1356,3840,4,2,2021,4,140000
24581,Cottage,Aluminum / Vinyl,1356,3750,2,2,2018,3,164000
24583,Duplex-Cottage,Asphalt/Other,1356,2864,4,2,2022,2,88000
24584,Res O/S A & 1/2,Aluminum/Vinyl,1356,1800,3,2,2022,2,162500
24585,Ranch,Aluminum / Vinyl,1357,7434,3,2,2017,11,167000
24587,Cape Cod,Brick,1357,7350,2,2,2021,7,160000
24588,Ranch,Aluminum/Vinyl,1357,7200,3,2,2021,7,215000
24589,Ranch,Aluminum / Vinyl,1357,7200,3,2,2015,4,168500
24590,Ranch,Aluminum / Vinyl,1357,7200,3,2,2016,4,127000
24591,Colonial,Aluminum/Vinyl,1357,7040,3,2,2021,9,250000
24592,Colonial,Aluminum / Vinyl,1357,7040,3,2,2014,3,144900
24593,Ranch,Aluminum / Vinyl,1357,6000,3,2,2017,12,93000
24594,Duplex N/S,Aluminum/Vinyl,1357,5940,3,2,2023,10,125000
24595,Cape Cod,Aluminum / Vinyl,1357,5000,4,2,2013,4,166000
24596,Cape Cod,Aluminum / Vinyl,1357,5000,4,2,2016,4,178500
24597,Cape Cod,Aluminum / Vinyl,1357,5000,4,2,2018,10,179000
24598,Milwaukee Bungalow,Aluminum/Vinyl,1357,4800,3,1,2023,1,157000
24600,Ranch,Brick,1357,4800,3,2,2022,6,155000
24606,Res O/S A & 1/2,Wood,1357,2700,3,1,2021,5,95000
24607,Milwaukee Bungalow,Aluminum/Vinyl,1358,8550,3,1,2021,3,220000
24608,Milwaukee Bungalow,Aluminum / Vinyl,1358,8515,4,1,2017,9,129900
24609,Ranch,Frame,1358,8192,3,2,2013,1,153400
24610,Ranch,Brick,1358,7200,3,2,2018,5,125500
24611,Cape Cod,Aluminum/Vinyl,1358,6500,3,1,2021,11,157000
24613,Cape Cod,Brick,1358,6360,3,1,2018,5,91500
24614,Ranch,Brick,1358,6250,3,2,2020,7,185000
24615,Res O/S A & 1/2,Aluminum/Vinyl,1358,6000,4,3,2023,12,160000
