Style,Bdrms,Baths_total,FinishedSqft,Sale_date,Year,Month,Sale_price
Residence O/S 2sty+,4,3,2918,2020-03-17,2020,3,434500
Duplex O/S,4,2,1640,2020-04-01,2020,4,280000
Res O/S A & 1/2,3,1,1741,2020-04-30,2020,4,251000
Res O/S A & 1/2,4,2,1503,2020-01-15,2020,1,30000
Multiple Residential Bldgs,3,2,1750,2020-02-13,2020,2,32000
Duplex O/S,5,2,2635,2020-09-10,2020,9,48000
Duplex O/S,4,2,2136,2020-11-06,2020,11,30000
Duplex O/S,4,2,2198,2020-12-04,2020,12,60000
Dplx Bungalow,5,3,2649,2020-06-29,2020,6,48000
Duplex O/S,4,2,1909,2020-08-14,2020,8,43000
Colonial,3,1,1202,2020-03-16,2020,3,66000
Milwaukee Bungalow,3,2,2008,2020-01-30,2020,1,73000
Duplex O/S,3,2,1665,2020-12-28,2020,12,52900
Dplx Bungalow,4,2,2963,2020-05-14,2020,5,158000
Res O/S A & 1/2,5,2,1575,2020-12-17,2020,12,149900
Res O/S A & 1/2,3,2,1492,2020-04-03,2020,4,122000
Res O/S A & 1/2,3,2,1440,2020-07-17,2020,7,155000
Res O/S A & 1/2,3,2,1540,2020-01-30,2020,1,170000
Milwaukee Bungalow,3,1,1056,2020-10-30,2020,10,149900
Ranch,2,2,878,2020-09-24,2020,9,117500
Res O/S A & 1/2,3,2,1215,2020-03-17,2020,3,160000
Cottage,2,1,730,2020-10-08,2020,10,109900
Duplex N/S,5,4,1871,2020-08-31,2020,8,238000
Duplex O/S,3,2,1204,2020-08-14,2020,8,141100
Duplex O/S,3,2,1226,2020-10-30,2020,10,157000
Cottage,2,1,836,2020-07-31,2020,7,125000
Cottage,2,1,787,2020-12-24,2020,12,100000
Duplex N/S,5,2,2203,2020-05-27,2020,5,151000
Multiple Residential Bldgs,3,2,1619,2020-02-11,2020,2,125000
Milwaukee Bungalow,2,2,1608,2020-09-18,2020,9,164000
Duplex O/S,5,2,2578,2020-09-28,2020,9,150000
Cottage,3,3,1274,2020-04-28,2020,4,154900
Duplex O/S,4,2,1952,2020-09-02,2020,9,145000
Duplex O/S,4,2,1550,2020-06-19,2020,6,65000
Res O/S A & 1/2,3,3,1205,2020-12-30,2020,12,141000
Cottage,3,2,1455,2020-05-29,2020,5,77000
Cottage,2,1,1245,2020-08-18,2020,8,66000
Res O/S A & 1/2,4,1,1406,2020-07-14,2020,7,55000
Res O/S A & 1/2,3,1,1279,2020-12-29,2020,12,77000
Duplex O/S,4,3,1628,2020-04-06,2020,4,80000
Res O/S A & 1/2,4,2,1547,2020-09-28,2020,9,109900
Duplex O/S,4,2,1870,2020-10-09,2020,10,87900
Res O/S A & 1/2,3,1,1050,2020-11-06,2020,11,129779
Res O/S A & 1/2,4,2,1394,2020-07-07,2020,7,186000
Res O/S A & 1/2,4,2,1122,2020-03-16,2020,3,85000
Res O/S A & 1/2,3,2,1405,2020-11-09,2020,11,150000
Milwaukee Bungalow,5,2,1690,2020-01-16,2020,1,144000
Res O/S A & 1/2,3,1,1044,2020-04-24,2020,4,109800
Res O/S A & 1/2,3,2,1228,2020-06-12,2020,6,130500
Cottage,3,2,1188,2020-03-03,2020,3,44000
Cottage,4,1,1122,2020-07-31,2020,7,83000
Duplex O/S,4,2,1620,2020-08-06,2020,8,60000
Duplex-Cottage,5,2,1967,2020-03-02,2020,3,95000
Duplex O/S,4,2,1620,2020-02-07,2020,2,124900
Duplex-Cottage,4,2,2101,2020-08-28,2020,8,88000
Duplex O/S,4,2,1956,2020-12-28,2020,12,112000
Duplex-Cottage,4,2,1847,2020-07-02,2020,7,95000
Res O/S A & 1/2,3,3,1138,2020-09-15,2020,9,160000
Dplx Bungalow,3,2,1696,2020-12-21,2020,12,124000
Milwaukee Bungalow,4,1,1192,2020-05-27,2020,5,129500
Duplex-Cottage,4,2,1760,2020-03-27,2020,3,77560
Duplex O/S,4,2,1848,2020-02-07,2020,2,127000
Cottage,2,1,660,2020-05-22,2020,5,59500
Cottage,4,2,1222,2020-12-18,2020,12,128000
Cottage,4,2,1662,2020-10-15,2020,10,115900
Duplex O/S,4,2,2527,2020-07-29,2020,7,250000
Res O/S A & 1/2,5,1,1654,2020-12-17,2020,12,156000
Res O/S A & 1/2,2,1,1128,2020-06-01,2020,6,300000
Milwaukee Bungalow,4,3,1567,2020-07-21,2020,7,414000
Res O/S A & 1/2,3,2,1618,2020-06-24,2020,6,295000
Duplex O/S,3,2,1606,2020-06-12,2020,6,236500
Res O/S A & 1/2,3,1,1008,2020-07-16,2020,7,170000
Res O/S A & 1/2,3,1,1032,2020-08-31,2020,8,275000
Milwaukee Bungalow,3,2,1220,2020-09-11,2020,9,199900
Dplx Bungalow,4,2,2060,2020-12-10,2020,12,315000
Res O/S A & 1/2,3,2,1226,2020-09-16,2020,9,300000
Duplex O/S,3,2,1680,2020-11-10,2020,11,245746
Res O/S A & 1/2,3,2,1931,2020-11-06,2020,11,205000
Dplx Bungalow,2,2,1513,2020-07-20,2020,7,175000
Res O/S A & 1/2,2,3,788,2020-05-22,2020,5,125000
Res O/S A & 1/2,4,1,1034,2020-07-24,2020,7,140000
Res O/S A & 1/2,4,2,1116,2020-10-23,2020,10,148000
Res O/S A & 1/2,2,1,1114,2020-02-27,2020,2,150000
Milwaukee Bungalow,3,1,906,2020-09-24,2020,9,88000
Milwaukee Bungalow,3,3,1446,2020-07-14,2020,7,142000
Milwaukee Bungalow,3,1,1288,2020-09-22,2020,9,150000
Cottage,4,2,1995,2020-07-20,2020,7,180000
Duplex O/S,4,2,1984,2020-05-21,2020,5,169500
Res O/S A & 1/2,3,1,1054,2020-06-19,2020,6,172500
Dplx Bungalow,4,2,1940,2020-11-30,2020,11,295000
Residence O/S 2sty+,3,1,1372,2020-10-30,2020,10,280500
Dplx Bungalow,4,2,2025,2020-06-11,2020,6,276900
Milwaukee Bungalow,3,2,1532,2020-08-20,2020,8,270000
Res O/S A & 1/2,3,2,1074,2020-04-03,2020,4,250000
Milwaukee Bungalow,4,3,1255,2020-01-10,2020,1,336500
Milwaukee Bungalow,3,2,1320,2020-05-13,2020,5,256000
Milwaukee Bungalow,3,2,1396,2020-03-23,2020,3,308000
Res O/S A & 1/2,5,2,1522,2020-01-16,2020,1,164500
Duplex O/S,4,2,1920,2020-04-30,2020,4,200000
Cottage,2,1,711,2020-10-13,2020,10,105000
Res O/S A & 1/2,4,1,1170,2020-08-26,2020,8,207500
Cape Cod,2,1,1203,2020-05-11,2020,5,157500
Milwaukee Bungalow,5,2,1524,2019-04-22,2019,4,109000
Cottage,3,2,1056,2019-07-11,2019,7,51000
Duplex O/S,3,3,1388,2019-09-16,2019,9,35000
Milwaukee Bungalow,3,2,1333,2019-01-30,2019,1,78250
Milwaukee Bungalow,5,2,1624,2019-04-29,2019,4,43000
Residence O/S,3,2,1347,2019-03-15,2019,3,205000
Duplex O/S,3,3,2516,2019-10-14,2019,10,30000
Colonial,4,2,1456,2019-02-15,2019,2,74900
Milwaukee Bungalow,4,2,1629,2019-06-28,2019,6,122500
Residence O/S,4,2,1617,2019-08-30,2019,8,199000
Cottage,2,2,1265,2019-09-11,2019,9,146500
Cottage,2,2,1100,2019-08-23,2019,8,179900
Cottage,3,2,1056,2019-02-22,2019,2,133000
Residence O/S,4,2,1708,2019-06-24,2019,6,35500
Residence O/S,4,2,2060,2019-07-16,2019,7,82000
Milwaukee Bungalow,3,2,1552,2019-03-25,2019,3,80000
Triplex,5,4,2112,2019-05-22,2019,5,152400
Cape Cod,3,2,1091,2019-02-19,2019,2,136000
Cottage,3,2,1271,2019-05-24,2019,5,60000
Milwaukee Bungalow,3,2,1690,2019-11-01,2019,11,96750
Duplex-Cottage,2,2,1346,2019-03-29,2019,3,103000
Duplex O/S,5,3,2703,2019-07-12,2019,7,252000
Residence O/S,3,2,1101,2019-10-22,2019,10,340000
Residence O/S,3,2,1101,2019-03-20,2019,3,179900
Residence O/S,3,2,1231,2019-02-11,2019,2,159250
Residence O/S,3,2,1231,2019-09-06,2019,9,278000
Duplex-Cottage,5,3,2272,2019-05-17,2019,5,139900
Colonial,3,3,1544,2019-06-28,2019,6,190000
Milwaukee Bungalow,4,2,1393,2019-04-25,2019,4,135000
Milwaukee Bungalow,5,2,1772,2019-06-14,2019,6,315000
Milwaukee Bungalow,3,1,1262,2019-09-30,2019,9,225000
Milwaukee Bungalow,3,2,1374,2019-05-09,2019,5,278500
Residence O/S,4,2,1961,2013-01-01,2013,1,198000
Triplex,3,3,1705,2013-01-01,2013,1,115000
Cottage,3,1,1189,2013-01-01,2013,1,60000
Residence O/S,3,2,1886,2013-01-01,2013,1,91000
Milwaukee Bungalow,3,2,1658,2013-01-01,2013,1,220000
Duplex-Cottage,4,2,1690,2013-02-01,2013,2,20500
Residence O/S,3,2,1231,2013-02-01,2013,2,82500
Dplx Bungalow,4,2,1809,2013-02-01,2013,2,135000
Duplex O/S,5,2,2112,2013-03-01,2013,3,110000
Duplex O/S,4,2,1456,2013-03-01,2013,3,126500
Duplex-Cottage,4,2,1952,2013-03-01,2013,3,72000
Ranch,3,1,966,2013-03-01,2013,3,80000
Cottage,2,2,1406,2013-03-01,2013,3,149000
Duplex O/S,4,1,1916,2013-03-01,2013,3,170000
Duplex O/S,5,2,2020,2013-04-01,2013,4,216000
Duplex O/S,4,2,1496,2013-04-01,2013,4,131500
Residence O/S,4,2,2174,2013-04-01,2013,4,200000
Residence O/S,3,2,1378,2013-04-01,2013,4,193500
Milwaukee Bungalow,3,1,947,2013-04-01,2013,4,70000
Milwaukee Bungalow,4,1,1518,2013-04-01,2013,4,163000
Residence O/S,3,2,1044,2013-04-01,2013,4,132200
Residence O/S,2,2,972,2013-04-01,2013,4,185000
Milwaukee Bungalow,3,2,1607,2013-05-01,2013,5,252000
Residence O/S,3,1,1476,2013-05-01,2013,5,214000
Residence O/S,3,2,1417,2013-05-01,2013,5,173000
Residence O/S,4,2,1868,2013-05-01,2013,5,188000
Residence O/S,3,3,1224,2013-05-01,2013,5,235000
Residence O/S,4,1,1101,2013-05-01,2013,5,23900
Duplex O/S,4,3,2107,2013-06-01,2013,6,136000
Duplex O/S,3,2,1664,2013-06-01,2013,6,125000
Residence O/S,3,1,1173,2013-06-01,2013,6,50000
Milwaukee Bungalow,4,2,1662,2013-06-01,2013,6,85000
Ranch,3,1,1012,2013-06-01,2013,6,125000
Residence O/S,3,2,1433,2013-06-01,2013,6,104500
Duplex N/S,4,2,1800,2013-07-01,2013,7,156000
Duplex O/S,4,2,2382,2013-07-01,2013,7,164900
Duplex O/S,4,2,2020,2013-07-01,2013,7,128900
Duplex O/S,4,2,1495,2013-07-01,2013,7,181000
Dplx Bungalow,4,2,1858,2013-07-01,2013,7,29000
Residence O/S,4,3,2168,2013-07-01,2013,7,70000
Residence O/S,3,1,1222,2013-07-01,2013,7,19900
Milwaukee Bungalow,3,1,1122,2013-07-01,2013,7,86000
Dplx Bungalow,4,3,2108,2013-07-01,2013,7,238000
Duplex O/S,5,4,2703,2013-07-01,2013,7,152000
Residence O/S,3,1,1036,2013-07-01,2013,7,94900
Residence O/S,2,1,1036,2013-07-01,2013,7,160000
Duplex O/S,4,2,1848,2013-08-01,2013,8,130200
Residence O/S,4,2,1640,2013-08-01,2013,8,150500
Dplx Bungalow,4,2,2917,2013-08-01,2013,8,24000
Duplex O/S,3,2,1078,2013-08-01,2013,8,63500
Ranch,2,1,667,2013-09-01,2013,9,32000
Residence O/S,2,2,1216,2013-09-01,2013,9,116000
Residence O/S,2,2,1123,2013-09-01,2013,9,118000
Residence O/S,4,1,1529,2013-09-01,2013,9,157000
Duplex O/S,4,2,2100,2013-09-01,2013,9,56900
Milwaukee Bungalow,3,2,1502,2013-09-01,2013,9,222000
Ranch,3,1,1106,2013-09-01,2013,9,75000
Residence O/S,4,2,1228,2013-09-01,2013,9,219000
Residence O/S,2,1,868,2013-09-01,2013,9,110000
Duplex O/S,5,2,2839,2013-09-01,2013,9,55000
Duplex O/S,5,2,2281,2013-09-01,2013,9,40000
Duplex O/S,4,2,1595,2013-10-01,2013,10,35000
Residence O/S,2,2,859,2013-10-01,2013,10,102200
Milwaukee Bungalow,3,3,1853,2013-11-01,2013,11,100000
Duplex O/S,4,2,1606,2013-11-01,2013,11,77500
Residence O/S,3,2,1607,2013-11-01,2013,11,235000
Duplex O/S,4,2,1570,2013-11-01,2013,11,15500
Residence O/S,3,2,1485,2013-11-01,2013,11,161500
Cape Cod,4,1,1045,2013-11-01,2013,11,97000
Colonial,3,3,1740,2013-11-01,2013,11,232500
Milwaukee Bungalow,3,2,1327,2013-11-01,2013,11,258400
Residence O/S,3,1,1368,2013-11-01,2013,11,164000
Dplx Bungalow,4,2,2132,2013-11-01,2013,11,48573
Duplex O/S,3,3,1925,2013-12-01,2013,12,37000
Duplex O/S,3,2,1598,2013-12-01,2013,12,119000
Residence O/S,4,1,1288,2013-12-01,2013,12,200000
Residence O/S,3,2,1183,2013-12-01,2013,12,152100
Milwaukee Bungalow,4,2,1310,2013-12-01,2013,12,94000
Duplex O/S,5,2,1503,2013-12-01,2013,12,14000
Duplex N/S,4,2,2100,2014-01-01,2014,1,70500
Residence O/S,2,1,1036,2014-01-01,2014,1,112500
Duplex O/S,5,2,2484,2014-01-01,2014,1,85000
Residence O/S,4,2,2043,2014-01-01,2014,1,112000
Residence O/S,3,1,976,2014-01-01,2014,1,80000
Dplx Bungalow,5,2,2304,2014-02-01,2014,2,85000
Duplex O/S,4,2,1892,2014-02-01,2014,2,56000
Duplex O/S,5,2,2484,2014-02-01,2014,2,65500
Milwaukee Bungalow,3,1,1291,2014-02-01,2014,2,95500
Dplx Bungalow,3,2,1618,2014-02-01,2014,2,188900
Cottage,3,2,1170,2014-03-01,2014,3,223500
Residence O/S,4,2,1364,2014-03-01,2014,3,165500
Residence O/S,3,1,1147,2014-03-01,2014,3,119500
Residence O/S,4,1,1630,2014-03-01,2014,3,30000
Residence O/S,3,1,922,2014-03-01,2014,3,18000
Cape Cod,4,1,1165,2014-03-01,2014,3,95000
Cottage,2,2,1056,2014-03-01,2014,3,90000
Dplx Bungalow,4,2,2210,2014-03-01,2014,3,247100
Milwaukee Bungalow,3,2,1409,2014-03-01,2014,3,235000
Ranch,2,1,704,2014-03-01,2014,3,96000
Residence O/S,3,2,1388,2014-03-01,2014,3,65000
Residence O/S,5,2,1431,2014-04-01,2014,4,138000
Residence O/S,2,2,1290,2014-04-01,2014,4,132200
Milwaukee Bungalow,3,1,1160,2014-04-01,2014,4,145000
Residence O/S,3,2,1756,2014-04-01,2014,4,35000
Cottage,2,1,948,2014-05-01,2014,5,146000
Duplex O/S,4,2,2310,2014-05-01,2014,5,193000
Residence O/S,5,2,2310,2014-05-01,2014,5,268000
Residence O/S,4,2,1239,2014-05-01,2014,5,215000
Triplex,4,3,2618,2014-05-01,2014,5,285000
Residence O/S,2,1,1035,2014-05-01,2014,5,25000
Ranch,3,2,966,2014-05-01,2014,5,97000
Residence O/S,3,1,1222,2014-05-01,2014,5,72000
Residence O/S,3,1,920,2014-05-01,2014,5,35000
Cottage,4,1,1346,2014-05-01,2014,5,50000
Milwaukee Bungalow,5,1,1586,2014-05-01,2014,5,159900
Milwaukee Bungalow,3,2,1544,2014-05-01,2014,5,243650
Residence O/S,3,2,1074,2014-05-01,2014,5,186000
Duplex O/S,3,2,2089,2014-05-01,2014,5,40000
Residence O/S,4,1,1640,2014-05-01,2014,5,19000
Residence O/S,4,2,1620,2014-06-01,2014,6,259000
Residence O/S,3,2,1359,2014-06-01,2014,6,206500
Milwaukee Bungalow,4,2,1440,2014-06-01,2014,6,100000
Cape Cod,2,1,1003,2014-06-01,2014,6,141500
Milwaukee Bungalow,3,2,1375,2014-06-01,2014,6,157000
Residence O/S,3,1,1102,2014-06-01,2014,6,129900
Residence O/S,4,3,2153,2014-07-01,2014,7,278000
Residence O/S,2,1,987,2014-07-01,2014,7,110500
Residence O/S,3,1,1106,2014-07-01,2014,7,19000
Residence O/S,2,1,824,2014-07-01,2014,7,60000
Duplex O/S,4,2,1711,2014-07-01,2014,7,61000
Duplex-Cottage,5,2,1868,2014-07-01,2014,7,80000
Duplex O/S,4,2,2153,2014-08-01,2014,8,100000
Residence O/S,3,1,1542,2014-08-01,2014,8,146000
Residence O/S,2,1,1471,2014-08-01,2014,8,108000
Duplex O/S,5,2,1725,2014-08-01,2014,8,82500
Milwaukee Bungalow,3,1,954,2014-08-01,2014,8,105200
Milwaukee Bungalow,4,2,1653,2014-08-01,2014,8,101500
Residence O/S,4,2,1395,2014-08-01,2014,8,221100
Residence O/S,3,2,1128,2014-08-01,2014,8,20000
Residence O/S,2,1,1036,2014-09-01,2014,9,30000
Milwaukee Bungalow,2,1,927,2014-09-01,2014,9,78000
Cottage,2,1,747,2014-09-01,2014,9,105000
Dplx Bungalow,5,2,1964,2014-09-01,2014,9,118000
Milwaukee Bungalow,3,2,1658,2014-09-01,2014,9,245000
Residence O/S,2,1,1128,2014-09-01,2014,9,187500
Residence O/S,4,1,1942,2014-10-01,2014,10,34000
Duplex O/S,4,2,2170,2014-10-01,2014,10,159750
Residence O/S,3,2,1648,2014-10-01,2014,10,238000
Residence O/S,4,1,1478,2014-10-01,2014,10,146000
Residence O/S,3,1,1236,2014-10-01,2014,10,80000
Duplex O/S,4,2,1470,2014-10-01,2014,10,119000
Duplex O/S,3,2,1798,2014-10-01,2014,10,60000
Cottage,2,1,901,2014-10-01,2014,10,20000
Residence O/S,3,1,1198,2014-10-01,2014,10,175000
Duplex O/S,4,2,1725,2014-10-01,2014,10,35925
Duplex-Cottage,2,2,1328,2014-11-01,2014,11,129000
Milwaukee Bungalow,3,2,1274,2014-11-01,2014,11,144000
Residence O/S,3,2,1604,2014-11-01,2014,11,214900
Residence O/S,2,2,1328,2014-11-01,2014,11,132500
Residence O/S,4,3,1694,2014-11-01,2014,11,310000
Duplex O/S,4,2,2260,2014-11-01,2014,11,37000
Residence O/S,2,2,1691,2014-12-01,2014,12,145000
Dplx Bungalow,4,2,1773,2014-12-01,2014,12,79900
Milwaukee Bungalow,4,2,1653,2014-12-01,2014,12,101500
Residence O/S,4,2,1952,2014-12-01,2014,12,5000
Dplx Bungalow,4,2,1882,2015-01-01,2015,1,79500
Duplex O/S,4,2,1842,2015-02-01,2015,2,22000
Residence O/S,5,1,1868,2015-02-01,2015,2,112000
Dplx Bungalow,5,2,2218,2015-02-01,2015,2,195000
Ranch,2,1,748,2015-03-01,2015,3,43000
Residence O/S,3,2,1483,2015-03-01,2015,3,129400
Residence O/S,4,2,1456,2015-03-01,2015,3,133500
Residence O/S,3,1,1204,2015-03-01,2015,3,143000
Residence O/S,3,2,1407,2015-03-01,2015,3,88100
Duplex O/S,3,2,1461,2015-03-01,2015,3,65000
Duplex O/S,4,2,2240,2015-03-01,2015,3,65900
Milwaukee Bungalow,3,1,1171,2015-03-01,2015,3,151500
Residence O/S,3,3,2241,2015-03-01,2015,3,313000
Residence O/S,3,1,1240,2015-03-01,2015,3,142500
Residence O/S,4,2,1740,2015-04-01,2015,4,144000
Cape Cod,4,2,1361,2015-04-01,2015,4,90000
Residence O/S,3,1,1304,2015-04-01,2015,4,185000
Residence O/S,4,2,1487,2015-04-01,2015,4,180000
Duplex O/S,3,2,1576,2015-04-01,2015,4,9500
Residence O/S,3,2,1355,2015-05-01,2015,5,195000
Residence O/S,2,1,1166,2015-05-01,2015,5,84000
Residence O/S,4,2,1306,2015-05-01,2015,5,147500
Duplex O/S,5,2,1841,2015-05-01,2015,5,75100
Milwaukee Bungalow,3,1,1123,2015-05-01,2015,5,86000
Residence O/S,2,1,911,2015-05-01,2015,5,75000
Dplx Bungalow,4,2,2028,2015-05-01,2015,5,159000
Milwaukee Bungalow,3,1,1192,2015-05-01,2015,5,68000
Residence O/S,3,2,1505,2015-05-01,2015,5,123000
Duplex O/S,4,2,1647,2015-05-01,2015,5,13000
Residence O/S,3,2,1577,2015-05-01,2015,5,11000
Cottage,3,1,960,2015-06-01,2015,6,72000
Duplex O/S,4,2,1715,2015-06-01,2015,6,139900
Residence O/S,4,2,1945,2015-06-01,2015,6,156900
Residence O/S,4,1,1271,2015-06-01,2015,6,118000
Residence O/S,3,2,1243,2015-06-01,2015,6,172000
Residence O/S,3,2,1416,2015-06-01,2015,6,85000
Bi-Level,3,2,1414,2015-06-01,2015,6,133000
Dplx Bungalow,3,2,1533,2015-06-01,2015,6,172500
Duplex O/S,3,2,2083,2015-06-01,2015,6,256000
Milwaukee Bungalow,3,1,1296,2015-06-01,2015,6,162000
Residence O/S,3,2,1278,2015-06-01,2015,6,220000
Residence O/S,4,2,1150,2015-06-01,2015,6,160000
Residence O/S,2,2,1088,2015-06-01,2015,6,184000
Cottage,3,1,1160,2015-07-01,2015,7,130000
Duplex O/S,5,4,2521,2015-07-01,2015,7,262000
Milwaukee Bungalow,2,2,1011,2015-07-01,2015,7,59000
Residence O/S,4,1,1209,2015-07-01,2015,7,188000
Dplx Bungalow,4,2,2013,2015-07-01,2015,7,89400
Residence O/S,2,2,1063,2015-07-01,2015,7,41500
Ranch,2,1,704,2015-07-01,2015,7,100000
Duplex O/S,4,3,1496,2015-07-01,2015,7,50000
Dplx Bungalow,4,2,2092,2015-07-01,2015,7,211000
Duplex O/S,4,2,1749,2015-07-01,2015,7,198000
Milwaukee Bungalow,3,1,1405,2015-07-01,2015,7,208000
Residence O/S,4,2,1463,2015-07-01,2015,7,222950
Residence O/S,3,2,1339,2015-07-01,2015,7,227000
Residence O/S,3,2,1563,2015-07-01,2015,7,54000
Duplex O/S,4,2,1749,2015-08-01,2015,8,199300
Residence O/S,4,2,2350,2015-08-01,2015,8,288000
Residence O/S,2,1,1159,2015-08-01,2015,8,135000
Duplex O/S,4,2,2304,2015-08-01,2015,8,110000
Residence O/S,5,1,1224,2015-08-01,2015,8,44800
Triplex,4,3,1557,2015-08-01,2015,8,80000
Milwaukee Bungalow,3,1,1203,2015-08-01,2015,8,102100
Residence O/S,2,1,1122,2015-08-01,2015,8,80000
Duplex O/S,4,2,1616,2015-08-01,2015,8,41000
Duplex O/S,3,2,1541,2015-08-01,2015,8,148000
Milwaukee Bungalow,3,1,1420,2015-08-01,2015,8,112000
Residence O/S,3,1,1134,2015-08-01,2015,8,155000
Milwaukee Bungalow,3,1,1146,2015-08-01,2015,8,10000
Residence O/S,4,2,1335,2015-08-01,2015,8,10500
Duplex O/S,4,2,1716,2015-09-01,2015,9,104500
Duplex O/S,3,2,1623,2015-09-01,2015,9,94900
Residence O/S,3,3,1990,2015-09-01,2015,9,215000
Residence O/S,3,3,1819,2015-09-01,2015,9,272000
Milwaukee Bungalow,3,1,1240,2015-09-01,2015,9,35000
Dplx Bungalow,5,2,2217,2015-09-01,2015,9,217400
Duplex O/S,3,2,2313,2015-09-01,2015,9,270000
Milwaukee Bungalow,5,2,1884,2015-09-01,2015,9,267000
Milwaukee Bungalow,3,2,1179,2015-09-01,2015,9,151150
Residence O/S,4,1,1286,2015-09-01,2015,9,157500
Residence O/S,3,3,1224,2015-09-01,2015,9,259900
Residence O/S,2,2,920,2015-09-01,2015,9,67500
Duplex-Cottage,3,3,1778,2015-10-01,2015,10,130000
Residence O/S,3,1,1288,2015-10-01,2015,10,37500
Dplx Bungalow,4,2,2180,2015-10-01,2015,10,65000
Duplex O/S,5,2,2010,2015-10-01,2015,10,80000
Cape Cod,4,2,1321,2015-10-01,2015,10,158000
Ranch,3,1,955,2015-10-01,2015,10,91800
Duplex O/S,4,2,2100,2015-10-01,2015,10,92000
Duplex O/S,4,2,1628,2015-10-01,2015,10,71000
Milwaukee Bungalow,4,1,1390,2015-10-01,2015,10,200400
Milwaukee Bungalow,4,3,1150,2015-10-01,2015,10,226000
Residence O/S,2,1,1082,2015-10-01,2015,10,95000
Duplex O/S,4,2,2401,2015-10-01,2015,10,20000
Dplx Bungalow,3,3,1930,2015-11-01,2015,11,213000
Residence O/S,4,1,1158,2015-11-01,2015,11,98900
Residence O/S,3,1,1278,2015-11-01,2015,11,40000
Duplex O/S,4,2,1882,2015-11-01,2015,11,65000
Dplx Bungalow,3,3,1744,2015-11-01,2015,11,220000
Milwaukee Bungalow,3,1,1263,2015-11-01,2015,11,155000
Duplex O/S,4,2,1870,2015-12-01,2015,12,138000
Duplex O/S,3,2,1134,2015-12-01,2015,12,126900
Duplex O/S,5,2,1846,2015-12-01,2015,12,88300
Duplex O/S,5,2,1781,2015-12-01,2015,12,67900
Residence O/S,4,2,1294,2015-12-01,2015,12,80000
Residence O/S,5,1,1288,2015-12-01,2015,12,70000
Milwaukee Bungalow,3,1,1565,2016-01-01,2016,1,100000
Residence O/S,3,1,932,2016-02-01,2016,2,146700
Milwaukee Bungalow,3,1,1156,2016-02-01,2016,2,25000
Duplex O/S,4,3,1408,2016-02-01,2016,2,62000
Cape Cod,2,1,861,2016-03-01,2016,3,35000
Duplex O/S,4,2,1606,2016-03-01,2016,3,129000
Residence O/S,3,2,1395,2016-03-01,2016,3,128000
Residence O/S,4,1,1310,2016-03-01,2016,3,140000
Duplex O/S,3,2,1553,2016-03-01,2016,3,23000
Residence O/S,3,2,1519,2016-03-01,2016,3,98000
Duplex O/S,5,3,1988,2016-03-01,2016,3,68000
Cape Cod,3,1,1004,2016-03-01,2016,3,128000
Milwaukee Bungalow,5,2,1884,2016-03-01,2016,3,315000
Milwaukee Bungalow,3,3,1374,2016-03-01,2016,3,199900
Duplex O/S,4,2,1614,2016-04-01,2016,4,150000
Milwaukee Bungalow,3,1,952,2016-04-01,2016,4,95000
Residence O/S,3,2,1417,2016-04-01,2016,4,180000
Residence O/S,3,2,1651,2016-04-01,2016,4,100000
Milwaukee Bungalow,3,2,1473,2016-04-01,2016,4,106900
Milwaukee Bungalow,3,2,1442,2016-04-01,2016,4,137900
Residence O/S,3,1,1285,2016-04-01,2016,4,97000
Cottage,2,2,1406,2016-04-01,2016,4,164000
Duplex O/S,4,2,1916,2016-04-01,2016,4,201000
Duplex O/S,4,2,1555,2016-04-01,2016,4,144900
Milwaukee Bungalow,3,2,1680,2016-04-01,2016,4,260000
Residence O/S,3,2,1189,2016-04-01,2016,4,220000
Duplex N/S,5,2,1737,2016-05-01,2016,5,24200
Duplex O/S,5,2,2178,2016-05-01,2016,5,211000
Duplex O/S,5,2,1944,2016-05-01,2016,5,163000
Residence O/S,3,2,1483,2016-05-01,2016,5,147500
Duplex O/S,4,2,2544,2016-05-01,2016,5,133500
Residence O/S,4,2,1331,2016-05-01,2016,5,32000
Residence O/S,3,1,1171,2016-05-01,2016,5,122300
Residence O/S,4,2,1494,2016-05-01,2016,5,75000
Duplex O/S,3,2,1204,2016-05-01,2016,5,88500
Cape Cod,4,2,1400,2016-05-01,2016,5,116000
Colonial,4,3,1641,2016-05-01,2016,5,282000
Milwaukee Bungalow,3,2,1396,2016-05-01,2016,5,245000
Ranch,2,1,779,2016-05-01,2016,5,70500
Residence O/S,5,2,1596,2016-05-01,2016,5,287500
Residence O/S,3,2,1373,2016-05-01,2016,5,225000
Residence O/S,2,1,968,2016-05-01,2016,5,137900
Dplx Bungalow,4,2,2375,2016-05-01,2016,5,24800
Duplex O/S,4,2,2640,2016-06-01,2016,6,143000
Duplex O/S,5,2,2291,2016-06-01,2016,6,246000
Residence O/S,2,2,1126,2016-06-01,2016,6,142000
Duplex O/S,3,2,1668,2016-06-01,2016,6,23000
Milwaukee Bungalow,2,1,1026,2016-06-01,2016,6,117000
Dplx Bungalow,5,2,2304,2016-06-01,2016,6,101500
Duplex-Cottage,5,2,1735,2016-06-01,2016,6,40000
Cape Cod,4,2,1135,2016-06-01,2016,6,112900
Triplex,4,3,1832,2016-06-01,2016,6,114000
Milwaukee Bungalow,3,2,1886,2016-06-01,2016,6,286000
