,Style,Bdrms,Baths_total,FinishedSqft,Sale_date,Year,Month,Sale_price
1516,Ranch,3,2,1320,2022-02-07,2022,2,190000
1521,Ranch,3,2,1166,2014-07-01,2014,7,99000
1522,Ranch,2,3,1847,2019-11-06,2019,11,365000
1524,Ranch,3,2,974,2020-07-17,2020,7,176000
1531,Ranch,3,2,1574,2015-10-01,2015,10,112000
1535,Ranch,2,1,1062,2018-07-01,2018,7,126000
1539,Colonial,4,3,2683,2017-06-01,2017,6,300000
1540,Ranch,3,2,1434,2020-10-09,2020,10,340000
1541,Ranch,3,1,980,2015-06-01,2015,6,119000
1542,Ranch,3,2,1219,2018-04-01,2018,4,141900
1546,Cottage,3,1,1386,2020-10-20,2020,10,82500
1549,Ranch,3,2,1294,2015-10-01,2015,10,154900
1551,Colonial,4,4,2271,2018-05-01,2018,5,296000
1554,Colonial,4,4,2615,2020-02-13,2020,2,357000
1555,Colonial,4,4,2615,2020-10-15,2020,10,369900
1556,Colonial,2,1,1433,2013-07-01,2013,7,147000
1564,Colonial,3,2,1691,2014-06-01,2014,6,168500
1565,Ranch,3,3,1636,2014-05-01,2014,5,150000
1568,Ranch,3,2,1493,2021-05-14,2021,5,281500
1570,Colonial,4,4,2478,2016-12-01,2016,12,259000
1576,Ranch,2,3,2178,2015-10-01,2015,10,226000
1578,Colonial,4,4,2770,2020-03-26,2020,3,285900
1579,Colonial,4,4,2770,2016-10-01,2016,10,234000
1589,Res O/S 2sty +,4,3,2145,2022-03-08,2022,3,360000
1590,Residence O/S,4,3,2145,2015-03-01,2015,3,176400
1592,Ranch,4,2,1541,2023-02-24,2023,2,325100
1593,Multiple Residential Bldgs,4,2,1369,2022-12-07,2022,12,207000
1595,Ranch,3,2,1285,2021-05-20,2021,5,270000
1596,Ranch,2,2,1541,2021-02-12,2021,2,245000
1597,Cottage,3,1,945,2021-06-16,2021,6,90000
1598,Cape Cod,4,2,1192,2021-03-10,2021,3,284905
1599,Bi-Level,4,2,2076,2021-02-22,2021,2,275000
1600,Residence O/S 2sty+,3,2,1392,2020-12-11,2020,12,225000
1602,Ranch,3,2,1440,2013-11-01,2013,11,182000
1603,Residence O/S,3,2,2325,2014-03-01,2014,3,141100
1604,Residence O/S,4,1,1211,2014-09-01,2014,9,120000
1605,Bi-Level,4,2,2076,2015-03-01,2015,3,175000
1606,Residence O/S,3,3,2165,2015-10-01,2015,10,177000
1607,Ranch,3,2,1405,2016-06-01,2016,6,190000
1608,Residence O/S,3,1,1402,2016-11-01,2016,11,96000
1609,Cottage,3,1,903,2017-04-01,2017,4,101000
1610,Ranch,3,2,1103,2018-12-01,2018,12,215800
1611,Cape Cod,4,2,1420,2020-02-28,2020,2,175000
1612,Colonial,3,2,2102,2017-11-01,2017,11,210000
1613,Cape Cod,4,2,1725,2017-04-01,2017,4,181000
1615,Cape Cod,4,2,1882,2020-11-24,2020,11,219900
1619,Ranch,3,2,956,2021-05-28,2021,5,220000
1624,Ranch,3,2,1253,2015-04-01,2015,4,182000
1625,Colonial,3,2,1740,2016-12-01,2016,12,135000
1630,Ranch,4,2,1159,2017-06-01,2017,6,134000
1631,Cape Cod,4,3,2229,2021-07-09,2021,7,332100
1632,Cape Cod,4,3,2229,2018-07-01,2018,7,250000
1634,Cape Cod,3,3,1441,2018-08-01,2018,8,219900
1640,Residence O/S 2sty+,4,3,1799,2020-07-09,2020,7,312000
1641,Ranch,3,2,1070,2020-03-30,2020,3,161500
1648,Ranch,2,1,930,2023-01-10,2023,1,120000
1649,Cape Cod,2,2,1335,2022-04-18,2022,4,216450
1650,Ranch,2,1,1057,2022-12-15,2022,12,160000
1651,Ranch,2,1,1085,2021-10-08,2021,10,116500
1652,Ranch,3,2,1268,2020-10-24,2020,10,126000
1655,Cape Cod,2,2,1335,2016-07-01,2016,7,85000
1656,Ranch,2,1,1057,2018-08-01,2018,8,128000
1658,Res O/S A & 1/2,3,1,1104,2021-09-27,2021,9,111500
1659,Colonial,3,3,1857,2020-09-01,2020,9,255000
1663,Ranch,2,2,1031,2017-11-01,2017,11,100000
1664,Colonial,3,3,2112,2018-08-01,2018,8,289500
1668,Cape Cod,3,2,1253,2020-10-12,2020,10,225000
1669,Cape Cod,3,1,1430,2015-08-01,2015,8,123900
1671,Colonial,4,4,2901,2018-09-01,2018,9,329500
1672,Colonial,4,3,2279,2021-07-26,2021,7,370000
1673,Colonial,4,3,2236,2020-10-16,2020,10,330000
1675,Ranch,2,3,2138,2020-10-15,2020,10,360000
1676,Ranch,3,2,1805,2020-09-11,2020,9,285000
1678,Colonial,4,4,2484,2020-08-05,2020,8,300000
1679,Ranch,3,2,1636,2015-06-01,2015,6,97300
1680,Ranch,3,2,1420,2020-10-06,2020,10,220000
1683,Ranch,3,2,1066,2020-09-28,2020,9,155000
1684,Cape Cod,3,2,2793,2015-06-01,2015,6,351000
1685,Ranch,3,3,2978,2022-10-21,2022,10,510000
1689,Colonial,4,3,2356,2023-05-19,2023,5,377400
1691,Colonial,4,3,2137,2013-03-01,2013,3,192000
1693,Ranch,3,2,1469,2020-08-06,2020,8,239900
1699,Ranch,3,3,1895,2021-11-01,2021,11,400000
1700,Tudor,4,4,2326,2016-12-01,2016,12,340000
1701,Duplex O/S,5,2,1936,2023-06-08,2023,6,165000
1704,Split Level,3,3,2712,2022-09-14,2022,9,320000
1706,Split Level,3,3,2712,2016-05-01,2016,5,237500
1707,Ranch,3,3,2150,2014-12-01,2014,12,275000
1708,Ranch,3,3,2150,2018-11-01,2018,11,301000
1710,Ranch,3,2,1171,2020-05-05,2020,5,189900
1711,Ranch,3,2,1171,2016-08-01,2016,8,145000
1714,Colonial,4,3,2237,2022-05-10,2022,5,400000
1716,Cape Cod,4,2,2044,2020-11-19,2020,11,294900
1717,Cape Cod,4,2,2044,2015-06-01,2015,6,206500
1719,Colonial,4,3,2845,2015-03-01,2015,3,268000
1724,Colonial,4,3,2589,2019-06-28,2019,6,300000
1729,Cape Cod,3,1,1012,2017-11-01,2017,11,137000
1732,Ranch,3,2,1288,2018-08-01,2018,8,162000
1734,Ranch,3,3,2603,2016-07-01,2016,7,209000
1736,Ranch,3,1,1048,2021-08-31,2021,8,165000
1737,Ranch,3,2,1577,2015-03-01,2015,3,169900
1738,Milwaukee Bungalow,3,2,1105,2023-05-31,2023,5,120000
1739,Colonial,4,4,2804,2018-08-01,2018,8,309000
1740,Dplx Bungalow,3,2,2103,2023-12-19,2023,12,205000
1744,Colonial,4,2,1744,2018-08-01,2018,8,183100
1746,Ranch,3,2,1768,2013-05-01,2013,5,179000
1747,Cape Cod,3,2,1348,2020-01-21,2020,1,190000
1749,Cape Cod,3,2,1509,2020-09-18,2020,9,165000
1754,Ranch,4,2,1204,2016-06-01,2016,6,147000
1755,Duplex O/S,4,3,2013,2016-02-01,2016,2,133000
1757,Cape Cod,3,2,960,2021-10-08,2021,10,230000
1760,Bi-Level,3,2,1952,2020-12-23,2020,12,275000
1767,Tudor,4,3,2669,2017-03-01,2017,3,284700
1769,Colonial,4,3,2112,2020-05-11,2020,5,256000
1770,Colonial,4,3,2112,2013-10-01,2013,10,215000
1771,Colonial,4,3,2112,2018-06-01,2018,6,250000
1773,Ranch,3,4,1541,2023-08-01,2023,8,265000
1774,Cape Cod,3,1,1413,2022-08-30,2022,8,227000
1775,Cape Cod,3,3,2286,2023-08-24,2023,8,410000
1776,Cape Cod,3,3,2286,2014-05-01,2014,5,255000
1777,Cape Cod,3,3,2286,2018-02-01,2018,2,238750
1778,Cape Cod,3,4,2080,2021-11-05,2021,11,360000
1779,Cape Cod,3,2,2080,2019-10-14,2019,10,260000
1780,Cape Cod,3,4,2080,2015-07-01,2015,7,210000
1785,Ranch,3,1,1082,2021-05-21,2021,5,80000
1786,Ranch,3,3,2062,2014-10-01,2014,10,165000
1789,Ranch,4,3,2874,2016-03-01,2016,3,295000
1790,Residence O/S,3,2,1509,2018-02-01,2018,2,170000
1791,Split Level,3,3,2004,2023-03-20,2023,3,220000
1793,Colonial,4,3,2481,2017-08-01,2017,8,299000
1794,Ranch,3,1,864,2018-09-01,2018,9,108900
1795,Ranch,4,3,1312,2018-11-01,2018,11,110000
1797,Cape Cod,3,3,2430,2023-11-03,2023,11,507250
1800,Split Level,4,2,1743,2017-07-01,2017,7,242500
1801,Ranch,2,3,1946,2020-09-09,2020,9,390000
1804,Ranch,3,1,1192,2014-01-01,2014,1,86500
1811,Ranch,3,2,1343,2020-02-25,2020,2,166000
1812,Milwaukee Bungalow,5,2,2408,2023-04-28,2023,4,550000
1813,Ranch,3,2,1897,2022-04-27,2022,4,282000
1814,Milwaukee Bungalow,5,2,2408,2016-12-01,2016,12,207000
1815,Split Level,3,3,1952,2018-11-01,2018,11,200000
1816,Cape Cod,4,3,2870,2016-06-01,2016,6,287500
1826,Dplx Bungalow,5,2,2680,2016-01-01,2016,1,271000
1828,Cape Cod,4,2,1478,2015-11-01,2015,11,150100
1830,Ranch,3,2,1165,2018-07-01,2018,7,135000
1832,Split Level,4,2,1620,2017-06-01,2017,6,185000
1834,Ranch,2,2,1077,2022-08-19,2022,8,170000
1843,Res O/S 2sty +,5,2,2204,2022-09-08,2022,9,290000
1844,Colonial,3,2,2463,2021-07-09,2021,7,426000
1845,Colonial,4,3,2604,2020-09-28,2020,9,375000
1849,Duplex N/S,5,2,2350,2013-06-01,2013,6,195000
1852,Colonial,4,3,2482,2014-09-01,2014,9,205000
1853,Colonial,3,2,2463,2016-03-01,2016,3,293000
1855,Ranch,4,2,1200,2018-06-01,2018,6,145500
1856,Ranch,3,1,1745,2018-06-01,2018,6,205000
1857,Colonial,4,3,2343,2018-07-01,2018,7,269400
1861,Res O/S A & 1/2,3,1,1103,2020-12-01,2020,12,169000
1862,Colonial,3,2,1826,2023-07-25,2023,7,275000
1864,Ranch,3,3,2222,2017-12-01,2017,12,285000
1875,Cape Cod,4,2,1644,2016-08-01,2016,8,225000
1877,Colonial,3,4,2530,2018-04-01,2018,4,312500
1878,Ranch,3,2,1584,2013-06-01,2013,6,154000
1879,Ranch,3,2,1773,2023-11-21,2023,11,322500
1882,Colonial,3,2,1916,2016-09-01,2016,9,182500
1883,Duplex N/S,4,4,2270,2021-08-18,2021,8,285000
1885,Cottage,3,1,1462,2016-10-01,2016,10,80200
1888,Ranch,3,2,1021,2020-12-09,2020,12,158000
1894,Ranch,3,2,1429,2014-06-01,2014,6,139900
1895,Ranch,3,2,1429,2016-05-01,2016,5,153000
1900,Cape Cod,3,1,1263,2023-03-07,2023,3,160000
1904,Cape Cod,4,3,2485,2018-10-01,2018,10,314900
1908,Ranch,3,2,963,2023-10-17,2023,10,193000
1909,Ranch,3,1,948,2022-06-17,2022,6,135000
1912,Ranch,3,2,2184,2015-08-01,2015,8,230000
1913,Ranch,3,2,2184,2017-05-01,2017,5,259000
1914,Ranch,3,2,2184,2017-09-01,2017,9,254900
1920,Cape Cod,3,3,2905,2018-08-01,2018,8,275000
1923,Cape Cod,5,3,2384,2014-06-01,2014,6,233000
1925,Ranch,3,2,2069,2023-12-08,2023,12,371000
1926,Split Level,4,3,1923,2017-04-01,2017,4,183000
1928,Ranch,3,3,1659,2021-07-12,2021,7,325000
1931,Cape Cod,5,3,1908,2022-08-19,2022,8,295000
1933,Colonial,4,3,2365,2021-06-21,2021,6,358000
1934,Colonial,4,3,2480,2020-09-15,2020,9,371100
1938,Ranch,3,2,1195,2020-10-16,2020,10,192000
1939,Ranch,3,2,1725,2023-06-21,2023,6,220000
1940,Ranch,2,2,1170,2020-11-03,2020,11,175000
1948,Ranch,3,2,1736,2021-04-02,2021,4,290760
1949,Ranch,3,1,1398,2021-07-06,2021,7,250000
1950,Cape Cod,4,3,1580,2020-10-30,2020,10,179000
1954,Ranch,3,2,1736,2019-03-06,2019,3,190000
1962,Colonial,4,2,1743,2015-07-01,2015,7,151900
1964,Ranch,3,2,1461,2015-10-01,2015,10,143000
1967,Colonial,3,4,1784,2018-12-01,2018,12,177000
1970,Split Level,3,2,1892,2021-07-09,2021,7,221000
1974,Ranch,3,2,1506,2023-03-03,2023,3,300000
1975,Cape Cod,3,2,1874,2019-04-26,2019,4,235000
1976,Ranch,3,2,1238,2022-12-08,2022,12,270000
1977,Ranch,3,2,1012,2017-08-01,2017,8,165000
1978,Ranch,3,2,1619,2019-04-29,2019,4,250000
1980,Colonial,4,3,2495,2018-07-01,2018,7,294900
1984,Cape Cod,4,2,1415,2014-09-01,2014,9,155000
1985,Ranch,3,2,1270,2016-05-01,2016,5,165000
1986,Cape Cod,4,2,1415,2016-11-01,2016,11,155000
1987,Ranch,2,1,1033,2018-03-01,2018,3,144500
1990,Ranch,3,3,1498,2015-09-01,2015,9,127500
1991,Colonial,4,3,2684,2019-09-20,2019,9,300000
1992,Colonial,3,2,1400,2014-08-01,2014,8,136000
1994,Milwaukee Bungalow,5,2,2307,2022-11-03,2022,11,435000
1995,Ranch,3,4,2263,2021-09-22,2021,9,368100
1996,Colonial,4,3,2784,2019-02-19,2019,2,322000
1998,Ranch,4,3,1570,2018-05-01,2018,5,238500
1999,Colonial,4,3,2385,2018-09-01,2018,9,316000
2002,Ranch,3,1,1074,2013-11-01,2013,11,99000
2003,Dplx Bungalow,4,2,1753,2020-04-07,2020,4,200000
2004,Dplx Bungalow,4,2,1753,2014-04-01,2014,4,145000
2005,Ranch,3,3,1584,2023-08-31,2023,8,365000
2006,Cape Cod,3,2,1556,2022-06-10,2022,6,275000
2007,Ranch,3,3,1584,2015-07-01,2015,7,172000
2008,Ranch,3,2,1644,2015-12-01,2015,12,204900
2009,Colonial,3,3,2778,2016-06-01,2016,6,252500
2010,Tudor,3,3,2494,2018-05-01,2018,5,227000
2012,Ranch,3,2,1539,2014-05-01,2014,5,166000
2017,Res O/S A & 1/2,2,3,1224,2020-07-01,2020,7,218400
2018,Duplex O/S,2,2,1224,2017-01-01,2017,1,115000
2021,Split Level,4,2,2075,2022-02-14,2022,2,330000
2024,Ranch,3,1,1000,2013-06-01,2013,6,110000
2026,Cape Cod,3,2,2292,2021-05-27,2021,5,305000
2028,Cape Cod,4,2,1859,2018-07-01,2018,7,195000
2029,Cape Cod,4,2,1176,2017-07-01,2017,7,116000
2035,Ranch,3,2,1007,2018-03-01,2018,3,142000
2036,Ranch,5,2,1512,2022-09-16,2022,9,280000
2037,Duplex O/S,3,2,1941,2020-09-21,2020,9,100000
2039,Colonial,4,3,2649,2020-04-07,2020,4,325000
2040,Colonial,5,3,2707,2016-12-01,2016,12,270000
2043,Ranch,3,3,1214,2020-04-21,2020,4,166000
2044,Ranch,4,3,1490,2015-08-01,2015,8,125000
2047,Colonial,4,3,2864,2017-05-01,2017,5,256000
2051,Ranch,2,2,1219,2016-10-01,2016,10,135000
2053,Ranch,3,2,1538,2020-11-30,2020,11,220000
2054,Ranch,3,2,1538,2015-12-01,2015,12,174000
2056,Ranch,3,2,1280,2021-06-23,2021,6,180000
2059,Cape Cod,2,1,980,2022-04-08,2022,4,132000
2060,Ranch,3,1,1234,2023-06-29,2023,6,197000
2061,Ranch,2,2,1120,2018-02-01,2018,2,128900
2063,Ranch,3,1,1216,2022-05-18,2022,5,206000
2064,Ranch,3,2,1448,2013-08-01,2013,8,142000
2065,Ranch,2,2,1315,2016-03-01,2016,3,145000
2071,Ranch,3,3,2233,2020-08-21,2020,8,240000
2076,Ranch,3,2,919,2021-07-16,2021,7,172000
2077,Ranch,3,2,919,2016-06-01,2016,6,122000
2078,Ranch,3,2,1628,2014-04-01,2014,4,168000
2079,Ranch,3,2,1246,2023-05-15,2023,5,279000
2084,Ranch,4,3,2299,2015-10-01,2015,10,325000
2085,Ranch,3,4,2891,2023-06-30,2023,6,534900
2087,Cape Cod,3,1,1238,2021-05-06,2021,5,158000
2088,Ranch,3,3,1254,2015-09-01,2015,9,154800
2090,Ranch,4,3,2778,2017-08-01,2017,8,290000
2092,Ranch,3,2,1232,2023-09-12,2023,9,200000
2093,Duplex N/S,4,2,2240,2022-09-01,2022,9,289900
2094,Duplex N/S,5,3,2287,2014-10-01,2014,10,131900
2097,Colonial,4,4,2194,2020-06-30,2020,6,312500
2098,Colonial,4,3,2025,2021-04-14,2021,4,355000
2099,Tudor,3,3,2533,2020-11-30,2020,11,383014
2100,Colonial,3,3,1903,2018-12-01,2018,12,245000
2102,Ranch,3,2,1287,2013-11-01,2013,11,126000
2103,Colonial,3,3,1899,2021-01-19,2021,1,275000
2106,Ranch,3,2,1604,2015-04-01,2015,4,230000
2107,Residence O/S,3,2,1961,2017-05-01,2017,5,255965
2110,Cape Cod,4,2,1985,2022-08-03,2022,8,190000
2112,Colonial,4,3,2571,2019-10-18,2019,10,299500
2113,Cape Cod,3,2,1487,2022-04-14,2022,4,265000
2114,Cape Cod,3,1,1487,2016-05-01,2016,5,163000
2116,Ranch,3,1,1121,2021-05-17,2021,5,140000
2117,Ranch,3,2,1254,2023-10-23,2023,10,225000
2120,Ranch,3,1,1095,2020-12-18,2020,12,232000
2123,Ranch,3,1,1095,2016-07-01,2016,7,167000
2124,Colonial,3,2,1636,2022-09-21,2022,9,325000
2126,Duplex O/S,4,2,1328,2017-09-01,2017,9,185000
2130,Ranch,3,3,1094,2018-03-01,2018,3,105800
2132,Colonial,3,2,1378,2023-11-14,2023,11,305000
2134,Colonial,3,2,1378,2016-09-01,2016,9,183876
2135,Colonial,4,2,1612,2022-12-30,2022,12,259900
2136,Colonial,4,2,1612,2019-07-02,2019,7,185000
2138,Split Level,4,2,1539,2023-03-08,2023,3,132500
2139,Split Level,4,2,1539,2023-12-05,2023,12,212000
2140,Residence O/S,4,2,2520,2013-03-01,2013,3,221000
2141,Cape Cod,4,1,1337,2014-05-01,2014,5,90000
2142,Residence O/S,4,2,2520,2017-04-01,2017,4,265500
2144,Colonial,4,2,1975,2021-05-24,2021,5,300000
2145,Colonial,4,2,1975,2014-06-01,2014,6,215000
2146,Ranch,3,2,1828,2022-09-26,2022,9,268000
2147,Colonial,4,2,2200,2016-04-01,2016,4,190000
2148,Duplex N/S,4,2,2134,2017-11-01,2017,11,115000
2149,Cape Cod,3,2,1600,2021-03-26,2021,3,133000
2150,Ranch,4,2,1120,2020-04-13,2020,4,120000
2151,Ranch,3,2,1192,2018-02-01,2018,2,145700
2152,Cape Cod,4,2,1173,2019-03-25,2019,3,163000
2153,Cape Cod,3,3,2186,2015-04-01,2015,4,178000
2156,Ranch,3,2,2062,2020-08-03,2020,8,200000
2159,Ranch,3,2,1390,2023-10-13,2023,10,275000
2160,Colonial,3,2,1196,2023-07-13,2023,7,266000
2161,Ranch,3,2,1208,2017-12-01,2017,12,118900
2163,Ranch,4,2,1882,2014-05-01,2014,5,157000
2164,Ranch,3,3,1754,2019-04-26,2019,4,230000
2166,Ranch,3,2,1287,2013-03-01,2013,3,105000
2167,Ranch,3,2,1394,2019-07-10,2019,7,258900
2168,Ranch,3,3,1381,2016-04-01,2016,4,189900
2169,Ranch,3,1,1268,2017-10-01,2017,10,146000
2170,Ranch,2,1,1363,2013-06-01,2013,6,143000
2173,Cape Cod,3,3,2423,2021-10-08,2021,10,384900
2174,Multiple Residential Bldgs,4,3,2978,2021-12-09,2021,12,252500
2175,Ranch,3,3,2172,2020-09-09,2020,9,360000
2177,Ranch,3,2,1563,2020-05-28,2020,5,240000
2178,Ranch,3,1,1188,2014-11-01,2014,11,113900
2179,Ranch,3,4,2642,2015-10-01,2015,10,302000
2181,Ranch,3,3,2172,2016-04-01,2016,4,296900
2182,Cape Cod,3,3,2423,2016-07-01,2016,7,295000
2184,Cape Cod,3,1,1259,2017-08-01,2017,8,180000
2185,Ranch,3,2,1436,2018-04-01,2018,4,145500
2186,Ranch,3,2,1107,2018-04-01,2018,4,121500
2190,Ranch,3,3,1221,2023-10-20,2023,10,279500
2191,Ranch,3,3,1221,2016-05-01,2016,5,167000
2192,Ranch,3,2,1592,2021-09-20,2021,9,220000
2193,Colonial,4,4,2675,2016-04-01,2016,4,247500
2194,Ranch,3,2,1588,2018-09-01,2018,9,245900
2195,Ranch,2,2,1482,2023-11-22,2023,11,300000
2196,Ranch,3,2,1277,2021-01-27,2021,1,110000
2197,Ranch,3,2,1212,2023-12-26,2023,12,238000
2199,Res O/S A & 1/2,5,2,1510,2023-12-11,2023,12,186850
2200,Ranch,3,2,1497,2019-06-06,2019,6,218000
2201,Ranch,3,2,1497,2014-04-01,2014,4,149000
2202,Ranch,2,1,962,2017-05-01,2017,5,127000
2204,Ranch,3,2,1200,2019-05-17,2019,5,141059
2205,Cape Cod,5,3,2682,2015-08-01,2015,8,254900
2206,Ranch,3,2,1515,2018-05-01,2018,5,230000
2207,Cape Cod,4,2,1441,2020-08-25,2020,8,174000
2209,Cape Cod,3,2,1795,2019-08-23,2019,8,220000
2210,Duplex N/S,5,2,2071,2016-12-01,2016,12,135000
2211,Colonial,4,3,2557,2017-11-01,2017,11,254900
2214,Milwaukee Bungalow,3,2,1326,2014-05-01,2014,5,129900
2215,Res O/S 2sty +,3,3,2910,2022-04-08,2022,4,325000
2216,Ranch,3,2,1197,2018-10-01,2018,10,172000
2217,Ranch,3,2,1220,2020-11-20,2020,11,200000
2219,Ranch,3,3,2028,2018-08-01,2018,8,270900
2220,Ranch,3,2,1720,2023-05-31,2023,5,316000
2221,Ranch,3,2,1720,2016-02-01,2016,2,196000
2222,Ranch,2,3,2040,2016-08-01,2016,8,117000
2223,Ranch,3,2,1720,2016-11-01,2016,11,155000
2224,Cape Cod,3,2,1261,2016-09-01,2016,9,195000
2226,Ranch,3,2,1311,2021-06-16,2021,6,252000
2227,Ranch,3,2,1662,2020-02-20,2020,2,176000
2229,Ranch,3,3,1200,2016-01-01,2016,1,122000
2231,Colonial,4,3,2595,2019-06-27,2019,6,269800
2232,Ranch,3,1,1090,2021-07-19,2021,7,190000
2235,Ranch,3,2,1303,2021-12-17,2021,12,220000
2236,Colonial,4,2,1790,2022-06-29,2022,6,300000
2237,Split Level,3,2,1674,2022-12-07,2022,12,326000
2238,Ranch,3,2,1532,2021-06-18,2021,6,349900
2240,Ranch,3,2,1720,2014-03-01,2014,3,155000
2241,Ranch,3,2,1956,2014-09-01,2014,9,170000
2242,Ranch,3,2,1608,2015-10-01,2015,10,212500
2243,Colonial,4,3,2356,2014-10-01,2014,10,240000
2246,Duplex N/S,4,2,2159,2020-09-14,2020,9,200000
2248,Ranch,3,2,1150,2015-03-01,2015,3,129900
2254,Cape Cod,4,3,2108,2021-03-03,2021,3,188600
2255,Ranch,3,3,1495,2013-08-01,2013,8,174500
2256,Ranch,3,1,1227,2023-05-31,2023,5,277000
2257,Colonial,3,2,1365,2023-02-10,2023,2,305000
2258,Milwaukee Bungalow,4,2,1545,2021-10-20,2021,10,225000
2260,Colonial,3,2,1365,2019-06-07,2019,6,227000
2261,Ranch,3,1,1227,2013-10-01,2013,10,113000
2262,Residence O/S,4,2,2572,2014-06-01,2014,6,130000
2263,Ranch,3,2,1776,2015-09-01,2015,9,164500
2264,Cape Cod,4,2,2045,2017-09-01,2017,9,158000
2267,Ranch,3,2,1377,2014-01-01,2014,1,110000
2269,Ranch,3,2,1557,2017-05-01,2017,5,160000
2270,Cape Cod,3,4,2837,2016-05-01,2016,5,725000
2273,Ranch,4,2,1469,2021-09-22,2021,9,195000
2274,Ranch,3,2,1350,2015-06-01,2015,6,153500
2275,Ranch,3,1,1065,2017-06-01,2017,6,152000
2276,Colonial,4,4,2552,2022-11-18,2022,11,429000
2278,Ranch,3,2,1905,2021-08-02,2021,8,340000
2279,Colonial,3,3,2191,2013-11-01,2013,11,245000
2280,Ranch,3,2,1905,2016-03-01,2016,3,242000
2281,Colonial,4,4,2552,2016-11-01,2016,11,244000
2282,Ranch,2,2,1143,2022-10-10,2022,10,245000
2283,Ranch,3,2,1421,2019-07-11,2019,7,238750
2284,Colonial,3,4,2365,2021-12-30,2021,12,375000
2285,Ranch,3,2,1140,2023-12-15,2023,12,250000
2287,Colonial,4,3,2237,2021-07-06,2021,7,299900
2288,Colonial,4,4,2540,2022-04-08,2022,4,415000
2289,Colonial,4,3,2431,2022-07-01,2022,7,394900
2290,Colonial,4,3,2431,2019-10-15,2019,10,266900
2291,Ranch,3,2,879,2019-09-06,2019,9,160000
2292,Colonial,4,3,2431,2015-06-01,2015,6,229000
2293,Ranch,4,2,1621,2022-09-08,2022,9,324900
2295,Ranch,3,2,1311,2021-09-30,2021,9,175000
2297,Ranch,3,2,1311,2018-05-01,2018,5,124000
2298,Cape Cod,4,2,1420,2023-08-10,2023,8,200000
2300,Cape Cod,5,3,2337,2020-08-17,2020,8,250000
2301,Cape Cod,4,2,1228,2022-09-14,2022,9,175000
2302,Ranch,4,3,2486,2023-11-10,2023,11,349999
2303,Ranch,4,3,2486,2022-10-25,2022,10,112000
2304,Cape Cod,2,1,920,2021-11-04,2021,11,115000
2305,Cape Cod,2,1,920,2018-05-01,2018,5,88000
2308,Colonial,3,3,2016,2022-10-21,2022,10,365000
2309,Cape Cod,4,2,1104,2021-07-13,2021,7,100000
2312,Colonial,4,3,2405,2014-08-01,2014,8,293000
2315,Colonial,4,4,2672,2016-03-01,2016,3,242000
2316,Ranch,3,2,1742,2017-05-01,2017,5,205000
2318,Cape Cod,4,1,1104,2017-06-01,2017,6,91485
2319,Colonial,3,4,2247,2018-07-01,2018,7,140000
2320,Ranch,3,2,1507,2019-10-09,2019,10,160000
2321,Ranch,3,2,1507,2016-03-01,2016,3,162150
2322,Colonial,3,2,2058,2019-08-29,2019,8,250000
2323,Ranch,3,2,1711,2023-11-09,2023,11,370000
2324,Ranch,4,3,1965,2021-06-18,2021,6,275000
2325,Ranch,3,2,1628,2016-03-01,2016,3,199000
2326,Ranch,4,3,1965,2016-05-01,2016,5,212000
2327,Ranch,3,2,1124,2022-05-24,2022,5,275000
2329,Ranch,3,1,1078,2023-04-19,2023,4,220000
2330,Duplex N/S,4,2,2362,2023-11-01,2023,11,245000
2331,Res O/S A & 1/2,4,1,1186,2022-08-18,2022,8,172900
2332,Duplex N/S,4,2,2362,2021-08-10,2021,8,179000
2333,Ranch,2,3,1216,2020-10-19,2020,10,200000
2335,Ranch,3,2,1088,2019-01-14,2019,1,164900
2336,Ranch,3,1,1109,2018-08-01,2018,8,128000
2337,Colonial,4,3,2812,2019-03-29,2019,3,241000
2339,Ranch,3,2,1275,2018-11-01,2018,11,184900
2340,Ranch,3,1,1359,2021-07-06,2021,7,155000
2341,Ranch,3,2,1279,2016-09-01,2016,9,127500
2342,Ranch,3,2,1600,2018-10-01,2018,10,238000
2343,Ranch,3,2,1207,2019-06-19,2019,6,175000
2344,Colonial,3,3,2320,2021-07-13,2021,7,360000
2345,Ranch,3,2,1600,2023-08-24,2023,8,285000
2347,Ranch,3,1,1237,2020-06-03,2020,6,211900
2348,Ranch,3,2,1266,2020-10-20,2020,10,255000
2353,Colonial,5,3,2215,2014-12-01,2014,12,242500
2354,Ranch,3,2,1092,2015-06-01,2015,6,103000
2356,Colonial,4,3,1953,2018-05-01,2018,5,245000
2357,Colonial,3,3,1788,2021-03-26,2021,3,262000
2359,Ranch,3,2,1756,2022-11-02,2022,11,260000
2360,Cape Cod,4,2,1848,2022-11-21,2022,11,200000
2361,Ranch,3,3,1508,2020-06-19,2020,6,255000
2362,Colonial,3,2,1353,2019-10-29,2019,10,210900
2363,Colonial,3,2,1353,2016-12-01,2016,12,155000
2366,Townhouse,5,3,2130,2021-03-31,2021,3,246000
2369,Ranch,3,3,1534,2023-01-20,2023,1,199900
2370,Ranch,3,2,1534,2019-03-15,2019,3,164000
2371,Ranch,4,2,1212,2022-12-12,2022,12,255000
2372,Ranch,3,2,1283,2014-02-01,2014,2,130000
2373,Ranch,4,2,1204,2014-04-01,2014,4,150000
2374,Cape Cod,3,2,1266,2015-09-01,2015,9,150100
